Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
VAKNOL,95.58,195.34,1.55,11.28,6.56,35,27.1,20.3,689.65,-3.1497,-2.4841,2,2.02,1.86,0.4561,-0.4108,-0.5081,-0.49,1.9852,2.8355,2.1076,2.0453,28.7794,7.3574,8.4646,8.4528,0.8455,0.4299,0.4007,3.208,4.1287,1.3705,1.4368,1.3214,6.3571,12.4158,4.1996,4.1209,4.0952,9.7711,1.941,1.9735,1.9562,1.9325,1.9679,3.5052,4.6661,1.4753,1.5941,1.5967,0.3368,0.0644,0.0617,0.0773,0.0592,0.0741,3.5044,4.6376,1.5496,1.629,1.459,0.348,0.036,0.0869,0.0945,0.0482,0.0825,13.9
VAKNUR,95.93,194.95,1.55,11.03,6.64,34.7,26.8,20.5,732.45,-3.1624,-2.5002,2,2.03,1.86,0.4525,-0.4089,-0.5085,-0.4888,1.9838,2.8424,2.114,2.0413,28.7762,7.3561,8.4669,8.4588,0.847,0.4363,0.3935,3.2075,4.1272,1.4144,1.486,1.2268,6.3575,12.42,4.2027,4.14,4.0774,9.7699,1.932,1.9755,1.9591,1.94,1.9634,3.5036,4.6661,1.4802,1.5976,1.5883,0.3388,0.0686,0.0594,0.0763,0.0593,0.0752,3.5058,4.6375,1.5182,1.6489,1.4704,0.3455,0.039,0.0857,0.0908,0.0507,0.0793,14.1
VAKTOS,46.42,130.81,2.27,4.97,7.53,19.6,15.3,10.4,473.42,-2.9636,-0.7151,1.86,3.07,1.85,0.3112,-0.4729,-0.5911,-0.5212,1.5471,2.7649,2.0702,2.0029,28.7896,7.3656,8.5243,8.4281,0.813,0.5732,0,3.2083,4.1906,1.51,1.4486,1.232,6.5601,12.3604,4.1615,4.1415,4.0575,9.7683,1.8882,1.9561,1.9645,1.9759,1.9835,3.4841,4.7373,1.5449,1.6945,1.498,0.3697,0.076,0.0891,0.0749,0.0655,0.0641,3.5409,4.7103,1.6196,1.5153,1.5754,0.2701,0.0549,0.041,0.0675,0.0383,0.0683,26.1
VALMIF,48.21,133.41,2.12,5.75,10.55,22.7,19.6,14.7,591.54,-2.9448,-0.5863,2.98,1.87,1.85,0.3171,-0.4738,-0.55,-0.6438,1.5358,2.7616,2.0232,2.0109,28.7753,7.3606,8.4273,8.5533,0.8041,0,0.5497,3.2084,4.191,1.5435,1.4256,1.222,6.5563,12.3591,4.1517,4.1533,4.0541,9.7675,1.881,1.9632,1.9625,1.9857,1.9751,3.5434,4.7188,1.63,1.5132,1.5756,0.2877,0.0606,0.0432,0.0718,0.0395,0.0726,3.4865,4.7448,1.5347,1.7019,1.5081,0.4125,0.0957,0.0933,0.0791,0.0708,0.0736,25.6
VAMXOY,92.71,245.68,3.16,10.78,12.2,40.5,29.5,17.3,942.21,-2.4805,-2.2257,1.98,1.97,1.91,0.3042,-0.4469,-0.7062,-0.189,2.063,2.7763,1.9348,3.0022,28.8806,7.3399,8.5363,7.1057,0.7493,0.4616,0.5519,3.219,4.1545,1.213,1.3142,1.6273,6.4027,12.504,4.0923,4.2232,4.1884,9.7891,1.9125,1.9442,1.9652,1.9683,1.9989,3.5239,4.7723,1.5235,1.6424,1.6064,0.41,0.0755,0.0882,0.0778,0.0841,0.0844,3.1791,3.9225,1.3378,1.3653,1.2194,0.0874,0.0142,0.0161,0.0212,0.0203,0.0156,16.7
VANCAQ,82.92,179.67,2.16,5.77,6.87,31.9,23.3,12.3,472.79,-1.8439,0.6185,2,2.07,1.92,0.2914,-0.4835,-0.8331,-0.5869,1.7665,2.7351,1.7634,1.9864,28.928,7.3767,8.5811,8.4633,0.7232,0.5408,0.3771,3.2286,4.1811,1.2788,1.4415,1.4607,6.4481,12.454,4.1475,4.2084,4.0981,9.8065,1.9356,1.9497,1.9627,1.9921,1.9665,3.557,4.8581,1.4268,1.6549,1.7763,0.418,0.108,0.0874,0.0445,0.1131,0.0651,3.5163,4.7181,1.6129,1.5115,1.5938,0.3525,0.0957,0.0529,0.0587,0.0822,0.063,24
VANCET,86.09,194.42,1.89,7.79,8.19,33,24.5,17.7,606.57,-2.9327,-2.2072,1.93,1.99,1.85,0.4549,-0.3997,-0.6891,-0.6622,2.1144,2.8454,2.0156,1.9358,28.7482,7.3369,8.5137,8.6269,0.7702,0.563,0.4482,3.2027,4.1224,1.2242,1.5115,1.3867,6.3658,12.4539,4.0801,4.1995,4.1743,9.7253,1.9675,1.9197,1.9439,1.9573,1.9369,3.5171,4.7768,1.5325,1.6285,1.6159,0.3951,0.0844,0.0901,0.0706,0.0924,0.0577,3.5191,4.6936,1.4891,1.4872,1.7173,0.4495,0.0979,0.0787,0.0745,0.1106,0.0879,20
VAPGOL,82.39,221.46,1.98,7.58,6.25,39,27.4,14.4,500.4,-2.8182,-2.1953,1.93,2.03,1.86,0.2227,-0.4325,-0.1478,0.0516,2.2184,2.8334,3.1982,2.8089,28.8351,7.3551,7.1671,7.1436,0.7868,0.5685,0.4707,3.2131,4.1443,1.2658,1.3057,1.5728,6.4271,12.5822,4.1711,4.2363,4.1749,9.768,1.9084,1.9474,1.9725,1.9897,1.9501,3.1509,3.9041,1.322,1.3648,1.2174,0.0929,0.0126,0.0178,0.0252,0.0157,0.0215,3.1776,3.6624,1.3404,0.9896,1.3324,0.1085,0.0208,0.0082,0.0423,0.0136,0.0237,9.5
VAPROV,95.25,196.23,2.37,7.86,8.96,39.2,28.6,16.7,614.84,-2.3938,-1.9997,2,1.95,1.92,0.3764,-0.4607,-0.5939,-0.6601,1.9949,2.7599,1.9076,2.1029,28.8126,7.4012,8.4336,8.5066,0.7651,0.4051,0.474,3.2216,4.1659,1.2989,1.2479,1.6191,6.3538,12.4771,4.1882,4.1773,4.1116,9.7927,1.8998,1.9542,1.9848,1.9778,1.976,3.4976,4.723,1.6703,1.5953,1.4573,0.3734,0.0463,0.0997,0.0808,0.0672,0.0795,3.4977,4.7273,1.5764,1.5246,1.6262,0.435,0.0903,0.0816,0.0927,0.0703,0.1001,19.1
VAQJON,89.4,188.16,2.57,9.66,7.04,32.6,26,19.2,651.65,-1.9775,-0.5611,2.05,2.06,1.92,0.2716,-0.4744,-0.8742,-0.8741,1.8139,2.7192,1.8038,1.8585,28.9504,7.3693,8.5151,8.6221,0.6914,0.4444,0.4968,3.22,4.179,1.5202,1.2494,1.4094,6.443,12.4738,4.1456,4.1863,4.1419,9.8117,1.97,1.8977,1.9611,1.9889,1.994,3.567,4.8516,1.645,1.6398,1.5668,0.4555,0.0899,0.0888,0.076,0.0813,0.1196,3.5739,4.87,1.6426,1.5157,1.7118,0.4302,0.1049,0.0757,0.0811,0.064,0.1045,22.8
VAQQOW,88.11,237.91,2.6,10.7,8.76,45,33.3,22.7,723.56,-2.7382,-1.084,2.18,1.9,1.98,0.2939,-0.3107,-0.2131,-0.8778,1.7161,2.7938,2.4424,1.99,28.8306,7.3413,7.433,8.516,0.509,0.245,0.7037,3.1815,4.0469,1.2958,1.2666,1.4846,6.4337,12.4522,4.1238,4.1529,4.1755,9.8202,1.9825,1.8973,1.986,1.9792,1.9752,3.1876,3.9482,1.2898,1.4606,1.1979,0.0773,0.015,0.0207,0.0105,0.0137,0.0174,3.5545,4.8994,1.6815,1.4993,1.7186,0.4238,0.1,0.0755,0.0953,0.0611,0.0919,32.4
VARFUR,47.37,132.28,2.29,7.02,13.22,19.6,12.5,9.5,723.68,-2.9208,0.2266,3.02,1.86,1.84,0.2923,-0.4698,-0.56,-0.626,1.5592,2.7718,1.9666,2.0383,28.8064,7.3536,8.469,8.5633,0.8106,0,0.5845,3.2061,4.1891,1.22,1.3233,1.6458,6.5702,12.3714,4.09,4.1587,4.1227,9.7661,1.9144,1.9594,1.9314,1.9842,1.9766,3.5472,4.742,1.6391,1.5411,1.5618,0.2707,0.066,0.0381,0.0487,0.054,0.0639,3.4932,4.7625,1.4735,1.7248,1.5641,0.3704,0.1012,0.0825,0.0608,0.0818,0.0441,28.8
VARGOM,48.03,133.39,2.23,8.82,10.76,22.6,19.9,15.3,672.41,-2.9358,0.2115,1.86,2.98,1.84,0.3022,-0.4676,-0.6576,-0.5714,1.5767,2.773,2.0204,2.0144,28.8023,7.3447,8.5141,8.4066,0.8098,0.5795,0,3.2049,4.1879,1.4643,1.3954,1.3281,6.5619,12.3717,4.1377,4.1586,4.0754,9.7643,1.8946,1.9611,1.9554,1.9908,1.9624,3.4869,4.7472,1.6333,1.455,1.6589,0.4235,0.1016,0.0581,0.0995,0.0664,0.0979,3.5421,4.7279,1.5338,1.7089,1.4852,0.3013,0.0452,0.0756,0.0713,0.0433,0.0659,26.2
VASQAH,84.95,186.2,3.22,6.31,7.82,33.3,26.7,19,600.37,-2.3181,-1.6392,1.98,1.95,1.87,0.3186,-0.4502,-0.8493,-0.6253,1.9853,2.7395,1.8637,2.092,28.8548,7.3649,8.5644,8.4786,0.7038,0.5616,0.4848,3.2008,4.1736,1.4136,1.5697,1.1903,6.41,12.4999,4.1679,4.1756,4.1564,9.7714,1.9114,1.9529,1.9665,1.9745,1.9661,3.5648,4.8627,1.6779,1.4681,1.7167,0.4217,0.0911,0.0533,0.1027,0.0828,0.0918,3.5184,4.6642,1.4576,1.6267,1.5798,0.4426,0.0838,0.0657,0.1188,0.0667,0.1076,14.7
VASWOC,78.02,169.59,1.55,8.4,7.29,31,21.8,14.8,595.41,-2.6136,0.0689,1.93,2.38,1.89,0.2942,-0.4703,-0.823,-0.5852,1.7268,2.7488,1.8551,2.0803,28.9312,7.3749,8.5562,8.4656,0.7688,0.6409,0.1642,3.2167,4.1787,1.4735,1.2322,1.4731,6.5058,12.4197,4.132,4.1119,4.1758,9.7803,1.9608,1.8923,1.952,1.9937,1.9815,3.5483,4.8683,1.589,1.5607,1.7186,0.4063,0.0928,0.0827,0.0808,0.0745,0.0755,3.5432,4.7114,1.4941,1.711,1.5063,0.3307,0.0702,0.0768,0.0597,0.068,0.0559,23.7
VATFON,82.84,179.89,1.55,7.17,8.12,29.8,19.7,13.6,573.22,-2.5293,-1.3521,2.1,1.96,1.9,0.3625,-0.4687,-0.5278,-0.6899,1.7843,2.7468,2.0174,2.0408,28.8941,7.3885,8.4604,8.5248,0.8012,0.2939,0.5373,3.2189,4.176,1.5328,1.4286,1.2146,6.4349,12.4105,4.1981,4.1388,4.0737,9.792,1.9028,1.995,1.9772,1.9598,1.9571,3.5147,4.6517,1.4737,1.5741,1.6039,0.3613,0.0643,0.0693,0.0809,0.0645,0.0823,3.5153,4.7765,1.5496,1.6103,1.6165,0.3982,0.0842,0.0595,0.0932,0.0695,0.0917,15.8
VAWGAB,86.03,186.01,1.55,5.36,7.48,32,22.2,11.8,476.72,-2.4881,-1.455,1.99,2.01,1.9,0.3958,-0.4611,-0.6527,-0.6992,1.8953,2.7339,2.0318,1.9558,28.8113,7.3944,8.5119,8.5206,0.7637,0.4155,0.4617,3.2146,4.1726,1.3071,1.3505,1.515,6.3914,12.425,4.162,4.1304,4.1325,9.7879,1.936,1.9525,1.9742,1.9687,1.9565,3.521,4.7251,1.5683,1.5868,1.57,0.4066,0.0782,0.0584,0.1155,0.052,0.1026,3.5287,4.7785,1.5672,1.6028,1.6085,0.3921,0.0573,0.0768,0.0976,0.0583,0.102,14
VAXQUI,92,194.22,1.58,6.72,9.15,30.4,19,10.7,508.89,-2.9007,-2.5373,1.95,1.95,1.87,0.4163,-0.4043,-0.581,-0.5093,1.9976,2.8456,2.0169,2.0887,28.7072,7.3538,8.4979,8.471,0.7863,0.4273,0.4354,3.2155,4.1143,1.2654,1.307,1.5419,6.3591,12.4711,4.1588,4.1997,4.1127,9.7535,1.9096,1.9302,1.9749,1.9958,1.9431,3.5003,4.7198,1.5241,1.5847,1.611,0.3609,0.0858,0.0618,0.0653,0.0624,0.0855,3.4918,4.6398,1.4782,1.6264,1.5351,0.3778,0.0664,0.0799,0.0802,0.0693,0.0821,20.2
VAYJAG06,96.9,205.24,1.55,7.49,4.85,39.9,29.5,17,523.16,-2.8622,-2.2981,2.08,1.94,1.88,0.4604,-0.4253,-0.7404,-0.7751,2.1022,2.813,1.9098,1.8758,28.7798,7.3612,8.5514,8.6807,0.801,0.4281,0.5026,3.2176,4.1334,1.3932,1.4046,1.3356,6.3505,12.4363,4.2181,4.0962,4.1219,9.7528,1.965,1.8952,1.984,1.941,1.9676,3.5437,4.7927,1.6141,1.4206,1.758,0.404,0.1029,0.0335,0.1115,0.0555,0.1006,3.5289,4.8032,1.6007,1.7874,1.4151,0.4431,0.0361,0.112,0.1068,0.0778,0.1104,13.1
VAZJOY,94.99,203.62,3.01,10.34,6.86,39,34.5,23.2,673.8,-2.9254,-2.3848,1.92,2.03,1.87,0.4229,-0.4121,-0.568,-0.5058,1.9421,2.8598,2.0845,1.9318,28.7725,7.3251,8.4994,8.4558,0.798,0.4789,0.3292,3.214,4.1235,1.4138,1.3722,1.3375,6.3825,12.435,4.1651,4.2054,4.0645,9.7595,1.9102,1.9762,1.9673,1.9836,1.9222,3.4848,4.7214,1.5263,1.6106,1.5845,0.3618,0.0995,0.0544,0.0523,0.0914,0.0643,3.5012,4.581,1.4201,1.5564,1.6046,0.4236,0.0979,0.0708,0.0779,0.0958,0.0812,33.3
VEBBOT,77.87,176.08,1.55,5.24,6.78,28.6,19.2,11.4,478.66,-2.6738,-1.9355,2.11,1.96,1.86,0.2545,-0.443,-0.6539,-0.3906,1.8886,2.7699,2.0091,2.7475,28.7931,7.3714,8.4975,7.6138,0.7358,0.34,0.5929,3.1976,4.1714,1.299,1.3681,1.5043,6.4649,12.4968,4.1874,4.1517,4.1576,9.7838,1.9513,1.9276,1.9777,1.9793,1.9479,3.5492,4.7209,1.5295,1.6669,1.5245,0.3839,0.0695,0.065,0.1013,0.0518,0.0963,3.2787,4.0288,1.5202,1.0654,1.4432,0.083,0.0162,0.005,0.0229,0.0123,0.0267,14.3
VEBDUC,46.65,178.32,1.89,8.88,8.98,27.1,22.5,15.7,621.74,-2.949,-0.849,3.05,1.85,1.84,0.3125,-0.4677,-0.5702,-0.6767,1.6396,2.7734,2.0127,2.0145,28.8231,7.3403,8.453,8.5736,0.8169,0,0.6022,3.2049,4.188,1.4675,1.5349,1.1857,6.5506,12.3768,4.1352,4.1932,4.0484,9.7601,1.8879,1.9735,1.9596,1.9885,1.9506,3.5496,4.7445,1.57,1.6925,1.482,0.2761,0.0243,0.0678,0.0683,0.0362,0.0795,3.4843,4.7578,1.6126,1.4931,1.6521,0.4347,0.0919,0.0613,0.0939,0.0763,0.1112,27.2
VEBNOF01,61.66,154.83,2.65,11.71,8.81,26.9,23.3,20,826.2,-2.7612,-1.5112,2.16,2.07,1.86,0.3137,-0.4637,-0.6025,-0.6141,1.7026,2.7566,1.9554,1.9069,28.9419,7.3842,8.4947,8.5097,0.8079,0.3528,0.4587,3.2091,4.1786,1.3678,1.3373,1.4735,6.4852,12.3961,4.1258,4.163,4.1073,9.805,1.8967,1.9727,1.975,1.9847,1.976,3.5368,4.716,1.6183,1.476,1.6217,0.3497,0.0702,0.0541,0.0831,0.0609,0.0815,3.528,4.7038,1.5255,1.6734,1.5049,0.3822,0.0726,0.0869,0.0796,0.0583,0.0849,20.9
VECROL,48.04,134.07,1.7,6.66,9.77,23.2,19.1,13.9,577.99,-2.9659,-1.514,1.85,2.99,1.83,0.3083,-0.4639,-0.6441,-0.5584,1.568,2.7844,2.0139,2.0322,28.7668,7.3371,8.579,8.4412,0.814,0.5547,0,3.2021,4.187,1.4054,1.2884,1.4931,6.5554,12.3782,4.134,4.138,4.1062,9.7581,1.9027,1.952,1.9459,1.9862,1.9713,3.4847,4.7435,1.6588,1.4307,1.654,0.4158,0.1093,0.0472,0.0953,0.059,0.1051,3.5496,4.7341,1.5229,1.7133,1.4979,0.2746,0.0564,0.065,0.051,0.0478,0.0544,26.2
VEDVEI,79.03,188.88,4.57,9.4,8.84,34,30.5,24.5,835.35,-3.08,-1.7945,1.93,2.26,1.83,0.2937,-0.4446,-0.5056,-0.2088,1.6776,2.8039,2.2197,2.6999,28.7007,7.3552,8.4765,7.5302,0.8348,0.4316,0.1634,3.1928,4.1765,1.4882,1.2621,1.4262,6.429,12.4695,4.1569,4.1548,4.1578,9.8077,1.9421,1.9357,1.9613,1.9716,1.997,3.4779,4.6163,1.4743,1.4996,1.6424,0.4114,0.0847,0.0802,0.0877,0.0694,0.0894,3.1873,3.943,1.2111,1.5476,1.1842,0.0785,0.0132,0.0235,0.0153,0.0156,0.011,15.9
VEHCOD,84.76,186.98,2.89,6.69,8.2,33.6,27.4,18.9,606.23,-2.553,-2.0142,1.97,1.93,1.85,0.3806,-0.42,-0.8374,-0.5785,2.0778,2.7841,1.8073,2.1311,28.7736,7.3522,8.6569,8.4634,0.7234,0.5345,0.4918,3.1991,4.1449,1.3577,1.535,1.2522,6.3854,12.4972,4.1418,4.1866,4.1688,9.7368,1.9339,1.9512,1.9642,1.9564,1.9312,3.5618,4.8254,1.6077,1.5293,1.6884,0.4501,0.0967,0.0735,0.1043,0.087,0.0887,3.506,4.6164,1.4562,1.6175,1.5427,0.456,0.0869,0.0644,0.1298,0.0626,0.1122,17.8
VEJPEF,46.58,206.25,1.62,9.87,8.88,30.9,28.2,21.4,730.26,-2.9917,-1.5041,3.06,1.87,1.85,0.3189,-0.4398,-0.5816,-0.6089,1.6288,2.791,1.9348,2.0303,28.8389,7.3019,8.4782,8.5122,0.8255,0,0.5836,3.2112,4.1537,1.5402,1.4029,1.2105,6.5512,12.3641,4.0947,4.206,4.0634,9.7658,1.959,1.982,1.9276,1.9641,1.933,3.5448,4.733,1.5528,1.6886,1.4916,0.3038,0.0377,0.0761,0.0701,0.0599,0.0601,3.4872,4.7457,1.5278,1.5432,1.6747,0.376,0.0922,0.0658,0.0681,0.0678,0.0821,30.7
VEKTOW,95.16,209.87,3.59,7.89,9.79,48.3,40,27.7,835.35,-2.9417,-2.1024,1.95,1.92,1.88,0.4651,-0.388,-0.8574,-0.6496,2.5615,2.83,1.705,1.9639,28.8586,7.284,8.6145,8.4356,0.7714,0.5934,0.5511,3.2178,4.0958,1.3561,1.3306,1.4091,6.3108,12.5214,4.2195,4.1282,4.1737,9.7027,1.9708,1.8557,1.9521,1.9516,1.9726,3.5337,4.8129,1.6211,1.5145,1.6773,0.5108,0.1356,0.1028,0.0962,0.0975,0.0787,3.5209,4.6684,1.5986,1.5836,1.4862,0.4603,0.1101,0.0826,0.1011,0.0746,0.092,22.5
VEKZUI,48.2,135.05,1.65,6.83,10.5,20,13.3,8.3,519.27,-2.9656,-1.8537,1.82,3,1.81,0.3059,-0.4568,-0.6231,-0.5662,1.6012,2.8015,2.0637,2.0249,28.736,7.3287,8.5674,8.4637,0.8243,0.5601,0,3.1966,4.1851,1.4927,1.4764,1.216,6.5504,12.3924,4.1712,4.1628,4.0584,9.7513,1.879,1.96,1.9632,1.9742,1.975,3.4851,4.7528,1.5077,1.5876,1.6576,0.3851,0.092,0.0824,0.0583,0.0858,0.0666,3.555,4.7359,1.6631,1.5971,1.4757,0.2753,0.03,0.0681,0.068,0.0418,0.0673,28
VELBAR,47.33,133.88,1.64,6.97,10.12,19.7,12.7,7.9,510.59,-2.9737,-1.7148,1.82,3.04,1.82,0.3094,-0.4588,-0.5757,-0.5341,1.5747,2.7951,2.0872,2.0311,28.7121,7.3293,8.5669,8.4396,0.8201,0.5277,0,3.1985,4.1854,1.5047,1.4644,1.2164,6.5515,12.3879,4.1668,4.1634,4.0577,9.7512,1.8784,1.9612,1.9624,1.9766,1.9726,3.4785,4.726,1.4948,1.5768,1.6545,0.3711,0.0899,0.0826,0.058,0.0804,0.0602,3.5526,4.7263,1.6591,1.5936,1.4736,0.2552,0.0211,0.0658,0.0647,0.0388,0.0647,27.6
VELBEV,48.03,133.89,1.65,6.97,10.16,20,13.1,8,511.23,-2.9716,-1.4737,3.01,1.84,1.83,0.3074,-0.4638,-0.5355,-0.639,1.5693,2.783,2.0447,2.033,28.7516,7.3412,8.438,8.5963,0.8199,0,0.5587,3.2011,4.1879,1.2514,1.2943,1.6421,6.5544,12.3791,4.119,4.1361,4.124,9.7592,1.8995,1.9523,1.9464,1.9821,1.979,3.5517,4.7286,1.6656,1.5073,1.5558,0.2552,0.0662,0.0253,0.0518,0.047,0.065,3.4905,4.7611,1.4676,1.7238,1.5697,0.3874,0.1048,0.0847,0.0566,0.0885,0.0529,26.6
VELWIT,96.34,222.99,1.73,14.67,8.01,39.7,28.1,16,770.6,-2.4317,-1.9888,1.93,1.98,1.92,0.2455,-0.4604,-0.1725,-0.7151,2.0243,2.7558,3.0523,1.9771,28.8784,7.3599,7.0563,8.5394,0.7276,0.5621,0.4621,3.2157,4.1709,1.2922,1.3245,1.5542,6.4039,12.5504,4.1389,4.2441,4.1673,9.8003,1.9232,1.9631,1.9772,1.9679,1.9688,3.1696,3.9135,1.2506,1.4334,1.2296,0.0894,0.0198,0.014,0.0221,0.0157,0.0178,3.5229,4.7807,1.5706,1.5632,1.6468,0.4114,0.0841,0.0757,0.0885,0.0737,0.0895,16.1
VELZES,82.47,233.01,1.79,8.03,8.71,37.2,27.2,17.7,603.03,-3.8905,-3.4039,1.99,1.95,1.83,0.4014,-0.3217,-0.6281,-0.0316,2.2894,2.998,2.0567,3.2337,28.7371,7.2906,8.5279,7.0454,0.8511,0.4708,0.6313,3.2149,4.0302,1.3591,1.4085,1.2626,6.3643,12.5244,4.1676,4.195,4.1618,9.7099,1.9163,1.9691,1.9764,1.9511,1.8969,3.5199,4.6969,1.5035,1.569,1.6244,0.4113,0.0877,0.0859,0.0771,0.0877,0.0729,3.1561,3.7605,1.2309,1.401,1.1287,0.115,0.0169,0.0293,0.0241,0.0167,0.028,19.8
VELZOB,87.41,188.28,1.55,11.95,10.25,31.5,21.3,14.7,812.67,-2.5689,-1.7954,1.95,2.04,1.91,0.256,-0.4604,-0.4078,-0.6736,1.9645,2.7688,3.0651,1.939,28.8673,7.3839,7.571,8.4924,0.7663,0.5304,0.3808,3.2177,4.1694,1.528,1.1753,1.466,6.4532,12.5094,4.2223,4.088,4.1991,9.7814,1.9761,1.9339,1.9615,1.968,1.942,3.2532,4.0917,1.3685,1.315,1.4081,0.0629,0.0124,0.01,0.0175,0.0096,0.0134,3.5384,4.7319,1.478,1.5721,1.6818,0.4033,0.0914,0.0704,0.0926,0.0689,0.0801,28.3
VEMDAS,82.35,213.44,2.51,7.03,6.75,39.7,32.8,19.1,573.74,-2.6116,-1.8039,2.05,2.01,1.9,0.389,-0.4353,-0.5577,-0.1163,1.98,2.7945,1.9954,3.0294,28.8429,7.3331,8.4759,7.2472,0.7632,0.365,0.459,3.2179,4.1449,1.362,1.2722,1.5106,6.3997,12.438,4.1954,4.1458,4.0968,9.7733,1.9042,1.9653,1.9759,1.9724,1.9555,3.5186,4.6574,1.4605,1.6015,1.5954,0.3818,0.0541,0.0772,0.0933,0.069,0.0881,3.1101,3.9282,1.3849,1.3971,1.1463,0.078,0.0081,0.0163,0.024,0.0097,0.02,12.5
VENJON,84.74,183.76,2.63,7.15,10.75,28.9,22.1,18.1,683.14,-3.8423,-3.3051,2.18,1.86,1.78,0.4395,-0.3279,-0.5604,-0.5214,2.1143,2.9867,2.0589,2.2122,28.7177,7.2943,8.4786,8.4974,0.8626,0.3204,0.6598,3.1976,4.0503,1.4385,1.3504,1.2614,6.3717,12.4796,4.1644,4.1947,4.1205,9.7092,1.9088,1.9822,1.9536,1.8973,1.9673,3.5443,4.6909,1.5411,1.5064,1.6434,0.3252,0.0721,0.0471,0.0733,0.0583,0.0744,3.5028,4.6314,1.4481,1.6606,1.5227,0.3872,0.072,0.0773,0.0829,0.0777,0.0773,23.2
VENVIW,83.15,198.44,2.27,7.57,11.07,39.8,28.6,17.6,660.78,-2.8838,-2.0784,2,2.21,1.86,0.2637,-0.4475,-0.1861,-0.3935,1.7791,2.7962,3.1001,2.9402,28.7079,7.3553,7.1648,7.6852,0.7817,0.485,0.202,3.1981,4.176,1.2056,1.4112,1.5592,6.4416,12.4702,4.0386,4.2317,4.1998,9.8245,1.9692,1.9844,1.9366,1.9508,1.9835,3.1642,3.9284,1.3082,1.3701,1.2502,0.0935,0.0183,0.0147,0.0245,0.0217,0.0142,3.2197,4.1112,1.2344,1.2845,1.5923,0.0626,0.0187,0.0096,0.0124,0.017,0.0049,13.3
VEPKIL01,64.9,215.52,2,12.88,6.67,34.8,29.3,19.9,909.37,-2.3836,-0.0248,2.01,2.07,1.93,0.0846,-0.484,-0.3156,-0.2743,1.8675,2.729,2.7503,2.8715,28.9897,7.4144,7.2066,7.2319,0.7342,0.4542,0.3561,3.2248,4.1843,1.5022,1.4446,1.2375,6.519,12.5542,4.1128,4.2458,4.1956,9.8422,1.9578,1.982,1.9761,1.9595,1.9668,3.1825,4.057,1.4841,1.3833,1.1895,0.0762,0.0067,0.0128,0.0252,0.0094,0.0222,3.1605,4.0363,1.4525,1.3298,1.2539,0.0775,0.0065,0.0144,0.0205,0.0093,0.0268,27.3
VESKAG,69.61,153.33,1.68,4.72,7.7,21.8,14.6,7.7,419.41,-2.7909,-0.1376,1.81,3.4,1.84,0.2948,-0.4697,-0.6487,-0.6175,1.6364,2.7833,2.1084,2.0661,28.826,7.3548,8.5807,8.4606,0.8227,0.6555,0,3.2064,4.189,1.341,1.514,1.3339,6.5576,12.3879,4.1203,4.1232,4.1443,9.7598,1.9549,1.9017,1.9386,1.9891,1.9754,3.4929,4.7973,1.4583,1.6142,1.7248,0.3585,0.0837,0.1098,0.0348,0.0995,0.0307,3.5719,4.8049,1.7554,1.5486,1.5009,0.2408,0.0133,0.0723,0.0597,0.0329,0.0627,28.5
