Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
GIGNUH,84.12,188.48,3.21,12.27,9.82,34,27.1,18.5,917.66,-3.3083,-2.994,1.92,1.93,1.81,0.4944,-0.3304,-0.5822,-0.6985,2.3109,2.9309,2.0966,1.821,28.6584,7.3016,8.4944,8.6219,0.7892,0.5924,0.5388,3.2037,4.049,1.2464,1.3365,1.4661,6.3406,12.4956,4.1043,4.2028,4.1884,9.6693,1.9385,1.9257,1.9213,1.9812,1.9026,3.5102,4.6508,1.4903,1.5441,1.6164,0.4212,0.0854,0.0781,0.0863,0.0935,0.0779,3.5378,4.7416,1.597,1.4863,1.6583,0.4191,0.0808,0.0717,0.1048,0.0774,0.0844,23.5
GIGPIW,77.1,168.91,1.97,7.01,8.88,28.3,18.3,10.9,526.49,-2.9772,-0.9936,2.01,2.29,1.86,0.2668,-0.4588,-0.6145,-0.3288,1.6087,2.7819,2.1146,2.7737,28.7754,7.3691,8.5001,7.6565,0.8202,0.4454,0.2143,3.2007,4.1832,1.4421,1.2528,1.4883,6.4637,12.4449,4.1275,4.1674,4.1501,9.8246,1.9463,1.9494,1.9381,1.9882,2.0025,3.5089,4.7095,1.5078,1.6985,1.5032,0.3961,0.0758,0.0792,0.0883,0.0669,0.0858,3.2284,4.0196,1.4405,1.0803,1.4989,0.0807,0.0239,0.0065,0.0237,0.0113,0.0154,17.1
GIHCOQ01,55.7,151.9,1.66,7.15,6.61,25.9,17.1,9.7,465.13,-3.0588,-1.3832,2.7,1.88,1.84,0.2424,-0.4649,-0.6379,-0.1628,1.7636,2.7998,2.0139,3.2163,28.8755,7.352,8.484,7.189,0.8377,0,0.6396,3.1999,4.192,1.5336,1.4245,1.2339,6.5606,12.4316,4.2014,4.1391,4.0912,9.7654,1.9126,1.9427,1.9715,1.9559,1.9826,3.5659,4.7786,1.6292,1.6461,1.5034,0.2934,0.0299,0.0812,0.073,0.0424,0.0668,3.1507,3.9255,1.3762,1.3182,1.2311,0.0867,0.0099,0.0226,0.0214,0.0128,0.0199,25.5
GIKVAX,47.86,133.14,2.23,8.64,10.83,22.5,19.8,15.2,669.87,-2.9308,-1.1922,2.99,1.86,1.84,0.2983,-0.4661,-0.5695,-0.6581,1.5779,2.7759,2.0163,2.0145,28.8014,7.3405,8.4032,8.5134,0.8086,0,0.5799,3.2029,4.1883,1.4515,1.3248,1.412,6.5628,12.3747,4.1281,4.1524,4.0941,9.7642,1.9079,1.9581,1.9445,1.9885,1.9652,3.5421,4.7278,1.5227,1.7155,1.4896,0.2995,0.0485,0.0735,0.0687,0.0439,0.0649,3.487,4.7477,1.6401,1.4424,1.6652,0.4233,0.1007,0.0549,0.1021,0.066,0.0996,25.7
GILJAO,86.13,187.97,1.55,7.3,8.6,31.3,21.2,14.1,604.97,-2.7463,-1.6371,1.98,1.94,1.86,0.421,-0.4309,-0.63,-0.6987,2.0634,2.7966,2.0242,2.039,28.7759,7.352,8.4056,8.5198,0.7588,0.4385,0.5368,3.2021,4.1546,1.3169,1.3312,1.5066,6.3824,12.4525,4.1819,4.1242,4.1464,9.7441,1.9483,1.9322,1.9407,1.9625,1.9604,3.5278,4.6923,1.6156,1.5147,1.5621,0.41,0.0954,0.0483,0.1108,0.0492,0.1063,3.514,4.7807,1.5572,1.5234,1.7002,0.4039,0.0793,0.0667,0.0963,0.069,0.0927,17.5
GIMPAU,47.28,146.25,1.68,7.16,10.63,23.6,19.9,15.9,677.94,-2.9394,-1.1126,3.03,1.86,1.84,0.3033,-0.468,-0.5447,-0.6215,1.601,2.7701,1.9923,2.0429,28.8059,7.3468,8.4191,8.5081,0.8092,0,0.601,3.2048,4.1886,1.3959,1.2889,1.5038,6.5587,12.3738,4.119,4.1484,4.1064,9.7641,1.9102,1.9571,1.9414,1.9875,1.968,3.5473,4.7239,1.5074,1.7155,1.501,0.2735,0.0537,0.0706,0.0478,0.0487,0.0527,3.4893,4.7461,1.6637,1.4332,1.6492,0.3861,0.1026,0.0457,0.0969,0.0501,0.0908,26.2
GIQJEY,83.07,197.33,1.88,8.65,5.95,36.3,26.7,15.2,574.3,-2.9552,-1.8734,2.1,1.99,1.86,0.3266,-0.4416,-0.6403,-0.1543,1.8855,2.7887,1.9937,3.1558,28.773,7.3755,8.5386,7.1664,0.7926,0.2827,0.4733,3.1954,4.1731,1.3179,1.5555,1.2997,6.4183,12.4619,4.1265,4.1842,4.1512,9.7932,1.9421,1.9161,1.9716,1.9702,1.9932,3.5212,4.7192,1.4548,1.5484,1.716,0.3999,0.0992,0.081,0.0533,0.1143,0.052,3.1666,3.8998,1.3242,1.285,1.2906,0.0879,0.0144,0.0162,0.0165,0.0287,0.0121,15.6
GIQLEX,82.36,181.64,3.39,6.32,9.7,30.6,24.3,19.2,675.48,-2.4603,-2.0358,2.04,1.95,1.86,0.3615,-0.4439,-0.5621,-0.8308,1.9846,2.7589,2.0977,1.8171,28.8208,7.361,8.4569,8.5361,0.75,0.405,0.5507,3.2033,4.1654,1.4163,1.5087,1.2404,6.411,12.4621,4.1825,4.1525,4.1271,9.7654,1.9347,1.9377,1.9802,1.9697,1.9431,3.5166,4.6249,1.4222,1.6616,1.541,0.4205,0.0802,0.079,0.1044,0.0658,0.0913,3.5673,4.8522,1.634,1.4887,1.7295,0.4114,0.0862,0.065,0.0995,0.0839,0.0768,15
GIRFOD,96.85,193.02,4.05,6.09,9.82,37.4,30.8,21.6,664.89,-2.687,-0.4825,1.92,2.19,1.89,0.3474,-0.4535,-0.8389,-0.5493,1.853,2.7503,1.8743,1.9705,28.9032,7.3535,8.508,8.4573,0.782,0.6208,0.2319,3.2157,4.1634,1.5091,1.3686,1.2858,6.4381,12.4394,4.1611,4.1098,4.1685,9.7751,1.9814,1.8758,1.9785,1.982,1.9575,3.5403,4.866,1.7252,1.5175,1.6234,0.4327,0.0982,0.0782,0.0931,0.0603,0.103,3.518,4.6324,1.5732,1.5736,1.4856,0.3989,0.0895,0.0756,0.0853,0.0594,0.0893,17.2
GIRSEF10,88.96,184.31,1.62,4.61,7.79,30.8,20,12.1,477.86,-2.8859,-0.9561,2.14,1.98,1.86,0.3435,-0.446,-0.5742,-0.6076,1.7361,2.7847,2.0755,2.1562,28.8175,7.3628,8.4879,8.484,0.8198,0.3021,0.4357,3.1997,4.1709,1.5014,1.4291,1.2403,6.4048,12.4433,4.1911,4.1205,4.1316,9.8084,1.9206,1.9629,1.9795,1.9493,1.996,3.5217,4.6987,1.5149,1.5325,1.6514,0.3538,0.06,0.0589,0.0883,0.0463,0.1004,3.5017,4.715,1.6322,1.4998,1.583,0.3908,0.0825,0.0763,0.0775,0.0874,0.0671,16.8
GIRSOR,98.75,206.77,2.25,9.84,7.21,48.1,39.1,26.5,753.96,-2.9539,-1.7454,1.99,2.04,1.89,0.3314,-0.4473,-0.0737,-0.5943,2.0659,2.7812,3.1776,1.9862,28.8823,7.3589,7.0072,8.439,0.8269,0.5435,0.3358,3.2107,4.164,1.278,1.2698,1.6163,6.4015,12.4748,4.1029,4.1909,4.181,9.7923,1.9149,1.9708,1.9656,1.9582,1.9829,3.174,3.7763,1.3274,1.3172,1.1316,0.1234,0.0101,0.0349,0.0365,0.0146,0.0273,3.5204,4.6682,1.484,1.7645,1.4197,0.4056,0.0765,0.0975,0.058,0.0966,0.077,15.8
GIRZUD,84.4,193.85,1.68,6.01,13.3,32.2,21.1,11.9,604.69,-2.9699,-2.2344,2,1.97,1.84,0.2494,-0.4245,-0.7054,-0.1105,2.0516,2.8229,2.0424,3.2044,28.8449,7.3557,8.5356,7.1101,0.8082,0.4866,0.4728,3.2021,4.1456,1.5372,1.4126,1.1959,6.4148,12.5592,4.1823,4.1938,4.1831,9.7766,1.9068,1.9786,1.9716,1.9383,1.9813,3.5375,4.7699,1.5129,1.5277,1.7292,0.3981,0.0815,0.0773,0.0783,0.0831,0.0779,3.151,3.8655,1.3211,1.3418,1.2026,0.0939,0.0086,0.0259,0.0268,0.0128,0.0198,19.2
GISCIV,87.36,187.9,1.7,11.27,8.59,30.9,22.4,15.2,673.5,-2.5663,-2.0465,1.94,2.01,1.87,0.4177,-0.4389,-0.641,-0.6886,2.0248,2.7854,2.0441,1.8754,28.8123,7.3785,8.5007,8.5349,0.7873,0.5299,0.4277,3.2099,4.1545,1.2082,1.3827,1.5636,6.3788,12.4466,4.0809,4.2007,4.165,9.7568,1.947,1.9493,1.9539,1.9573,1.9493,3.514,4.7347,1.477,1.5811,1.6766,0.3923,0.0989,0.0744,0.0608,0.1006,0.0576,3.5262,4.751,1.5012,1.6607,1.5891,0.4114,0.0887,0.0954,0.0719,0.0938,0.0617,13.9
GITBER,80.97,230.83,1.77,9.59,8.66,37.4,27,17.3,672.09,-3.1065,-2.4048,2.01,2.05,1.87,0.311,-0.4206,-0.6463,-0.0761,2.0373,2.8312,2.0566,3.1051,28.8498,7.3527,8.5328,7.0203,0.8127,0.4367,0.4999,3.2103,4.1362,1.2416,1.3037,1.5909,6.4017,12.4983,4.1471,4.2076,4.1436,9.7891,1.911,1.9711,1.9706,1.9814,1.955,3.5208,4.7105,1.5392,1.5133,1.658,0.4151,0.0832,0.0639,0.1038,0.0621,0.1021,3.161,3.8011,1.2466,1.4236,1.131,0.114,0.0134,0.027,0.0247,0.0181,0.0307,16.3
GIVYES,48.15,134.12,1.72,6.71,10.31,22,17.9,12.2,562.05,-2.8935,-0.046,1.86,2.98,1.86,0.317,-0.4803,-0.6243,-0.5476,1.5086,2.7427,2.0219,1.9986,28.7737,7.3726,8.5435,8.4463,0.7949,0.5525,0,3.2157,4.1909,1.4654,1.3999,1.3256,6.5602,12.3543,4.1395,4.1502,4.0646,9.7685,1.8832,1.9665,1.9609,1.9836,1.9743,3.4799,4.7321,1.4823,1.708,1.5418,0.4123,0.107,0.0881,0.0691,0.0829,0.0653,3.5438,4.7347,1.662,1.5099,1.5628,0.2691,0.0645,0.0314,0.0566,0.043,0.0736,29.3
GIVYOC,47.85,150.63,2.26,7.51,7.52,27.1,22.7,16.2,558.68,-2.9649,-0.4948,1.87,3,1.84,0.3375,-0.4716,-0.6047,-0.5269,1.5805,2.7707,1.9978,1.9359,28.798,7.3574,8.5325,8.4296,0.8072,0.5729,0,3.2078,4.1892,1.3177,1.3017,1.5698,6.5398,12.3577,4.1122,4.1469,4.0986,9.7649,1.9019,1.9603,1.9492,1.9837,1.9698,3.4753,4.7077,1.596,1.6544,1.4572,0.4217,0.0701,0.1029,0.0984,0.058,0.0923,3.5293,4.6699,1.553,1.5543,1.5625,0.3277,0.0544,0.0716,0.0843,0.0441,0.0732,28.2
GIXQIQ,81.12,247.04,1.93,6.1,6.66,45.4,27.6,12.2,451,-3.191,-2.6438,1.89,1.95,1.89,0.3414,-0.3552,-0.1336,-0.1084,2.8879,2.8856,3.0994,3.0956,28.8746,7.2791,7.0143,7.1321,0.7558,0.6426,0.6018,3.2327,4.0485,1.2693,1.2882,1.4909,6.3173,12.67,4.1955,4.2587,4.2158,9.6713,1.8361,1.9731,1.9098,1.9864,1.9659,3.1879,3.8226,1.3631,1.1737,1.2857,0.1231,0.0333,0.0144,0.0278,0.0244,0.0233,3.1713,3.8214,1.2046,1.329,1.2878,0.1156,0.0234,0.0237,0.0185,0.0221,0.0279,13
GIZYIY01,83.58,188.21,1.6,5.78,8.06,29.7,17.7,9.6,464.61,-2.9921,-2.3894,1.95,1.93,1.84,0.2796,-0.3914,-0.3672,-0.6239,2.2038,2.8465,2.947,2.0701,28.8052,7.3346,7.537,8.4742,0.7614,0.5719,0.5152,3.2047,4.1107,1.2827,1.3577,1.4703,6.4144,12.5718,4.1978,4.2129,4.1611,9.7341,1.973,1.905,1.9537,1.9953,1.9071,3.237,4.0716,1.4075,1.2151,1.449,0.0586,0.0176,0.0067,0.0151,0.0075,0.0116,3.525,4.6767,1.4891,1.6198,1.5677,0.4222,0.1054,0.0735,0.064,0.1097,0.0696,20.9
GLCROL01,85.56,181.19,2.05,4.31,6.02,29.7,18,7.7,413.32,-2.0444,0.6296,2.02,2.08,1.93,0.251,-0.4752,-0.9157,-0.8951,1.8047,2.7239,1.8039,1.7905,28.9363,7.3668,8.5271,8.6548,0.6755,0.5395,0.4068,3.2184,4.1813,1.4237,1.5514,1.2062,6.4673,12.4773,4.1446,4.1673,4.1654,9.8044,1.8721,1.9691,1.9755,1.994,1.9936,3.5785,4.9375,1.7684,1.6057,1.5634,0.3996,0.0821,0.0679,0.1057,0.0462,0.0976,3.5641,4.8633,1.5846,1.6187,1.6599,0.4677,0.0939,0.0698,0.1071,0.1064,0.0906,21.4
GLCTSM,79.74,170.44,2.06,6.31,9.56,30.6,22.8,13.9,565.59,-2.523,0.4583,2.52,1.89,1.89,0.2961,-0.4674,-0.7703,-0.8511,1.6417,2.7248,1.7554,1.9467,28.8749,7.3418,8.6111,8.5338,0.7481,0.1005,0.6076,3.2167,4.1766,1.4086,1.1923,1.5757,6.5262,12.4077,4.1505,4.0843,4.173,9.77,1.9493,1.8821,1.9644,1.9949,1.9792,3.5376,4.8268,1.6067,1.8537,1.3664,0.4058,0.0743,0.1037,0.0604,0.087,0.0804,3.5306,4.881,1.6947,1.4795,1.7067,0.4395,0.1003,0.0747,0.0947,0.065,0.1048,24.2
GLHPRA,42.77,151.39,2,6.83,7.37,22.8,22,14,529.67,-3.0822,-0.6216,3.22,1.86,1.83,0.3103,-0.4676,-0.5113,-0.6253,1.5231,2.7812,2.0727,1.9648,28.7237,7.3417,8.4001,8.547,0.8197,0,0.4998,3.2038,4.1887,1.5539,1.354,1.2808,6.5554,12.3673,4.1884,4.1266,4.0523,9.767,1.8739,1.9723,1.9807,1.9647,1.9755,3.5434,4.7187,1.615,1.6208,1.4829,0.2492,0.0158,0.0628,0.068,0.0411,0.0613,3.4719,4.7286,1.5111,1.5725,1.645,0.4247,0.1063,0.0847,0.08,0.0802,0.0735,28
GLHPRC,46.02,158.07,2.04,8.65,7.71,25.9,23.9,16.9,615.21,-2.9602,-0.2379,3.09,1.86,1.83,0.3101,-0.4666,-0.5195,-0.6315,1.5344,2.7745,2.0658,2.0036,28.7264,7.3405,8.415,8.5626,0.8045,0,0.5071,3.2024,4.1893,1.4252,1.2636,1.5005,6.5516,12.3729,4.1632,4.1291,4.0806,9.7654,1.8609,1.9855,1.9869,1.9689,1.9632,3.5449,4.726,1.5614,1.6768,1.4879,0.2486,0.0415,0.0659,0.0503,0.0446,0.0463,3.4781,4.7373,1.6627,1.459,1.6156,0.416,0.1155,0.0556,0.0948,0.0576,0.0926,28.3
GLTYCH,104.68,282.2,1.97,8.6,5.98,43,30.8,18.4,591.23,-3.6657,-0.9306,1.96,2.07,2.02,0.4243,-0.2839,-0.5775,-0.637,1.5759,2.9637,1.9863,2.0546,28.6605,7.4585,8.4759,8.5292,0.4597,0.4829,0.3774,3.1869,4.0139,1.3713,1.2836,1.3591,6.297,12.4144,4.1416,4.1601,4.1128,9.8643,1.9693,1.9299,1.9836,1.9825,1.9989,3.5023,4.7218,1.6711,1.5919,1.4588,0.3534,0.0548,0.0862,0.0898,0.0528,0.0698,3.5092,4.7227,1.535,1.5688,1.6189,0.4052,0.0806,0.0645,0.1052,0.0518,0.1031,52.4
GLYGLY21,82.51,217.9,2.05,6.01,5.65,36.7,25.2,10.6,450.28,-2.4496,-0.4522,2.03,2.03,1.92,0.2702,-0.4685,-0.6123,-0.143,1.7808,2.7378,1.9323,3.0782,28.8261,7.3762,8.4912,7.2248,0.7238,0.3848,0.4193,3.2255,4.1697,1.2509,1.3356,1.5832,6.4243,12.4689,4.1476,4.1854,4.1358,9.8367,1.9472,1.9355,1.9706,1.9848,1.9986,3.518,4.7341,1.5584,1.6059,1.5698,0.3602,0.0682,0.0703,0.0667,0.0687,0.0863,3.1655,3.8921,1.3815,1.3037,1.2069,0.0854,0.009,0.0211,0.0225,0.0126,0.0203,16
GLYPHE10,44.58,147.23,2.21,6.94,10.84,23.4,21.1,14.6,593.43,-3.0457,-0.884,1.85,3.15,1.83,0.3098,-0.4628,-0.5875,-0.5681,1.5724,2.7926,2.066,1.9878,28.7565,7.335,8.5312,8.5009,0.8295,0.5396,0,3.2,4.188,1.5529,1.4248,1.2102,6.5496,12.3744,4.1529,4.1502,4.0712,9.7662,1.9016,1.9477,1.9446,1.9901,1.9822,3.4768,4.7216,1.6206,1.6396,1.4614,0.3891,0.0539,0.0965,0.0925,0.0645,0.0818,3.5471,4.7373,1.5863,1.5665,1.5844,0.2838,0.051,0.0623,0.0726,0.036,0.0618,29.4
GOCKIV,62.33,155.1,1.76,5.12,12.93,23.9,13.8,9.1,644.61,-2.727,-2.0666,2.06,2.14,1.85,0.3098,-0.4611,-0.6024,-0.6158,1.736,2.7686,1.9567,1.9092,28.9288,7.391,8.538,8.5488,0.8124,0.4672,0.3648,3.2059,4.179,1.609,1.3771,1.193,6.4823,12.4079,4.1474,4.1647,4.0959,9.8,1.8861,1.9778,1.9723,1.9823,1.9815,3.5377,4.7286,1.5553,1.6699,1.5035,0.336,0.0549,0.0767,0.0758,0.0538,0.0748,3.5423,4.7314,1.6025,1.4936,1.6353,0.3421,0.0605,0.0718,0.0793,0.0476,0.0829,21.1
GOFGIT,82.5,216.54,2.66,9.09,11.3,37.8,26.9,19.6,768.11,-3.6396,-3.2756,1.92,2.15,1.83,0.2908,-0.3543,-0.1333,-0.3944,2.1154,2.969,3.2794,2.919,28.6864,7.3017,7.2337,7.6965,0.813,0.6535,0.2837,3.2127,4.0653,1.3197,1.2765,1.4691,6.419,12.5483,4.1835,4.2103,4.1545,9.7419,1.8946,1.9291,1.9638,1.9758,1.9785,3.1505,3.8914,1.3047,1.3693,1.2174,0.0914,0.0143,0.0184,0.0229,0.0179,0.018,3.2259,4.1064,1.5148,1.2358,1.3557,0.0621,0.0175,0.0072,0.0181,0.0077,0.0116,20.5
GOFHEO,48.14,134.97,1.79,7.17,10.56,20.2,13.5,8.9,553.31,-2.8693,-0.9204,2.98,1.83,1.85,0.306,-0.4713,-0.5575,-0.6301,1.5621,2.7687,2.0034,2.0391,28.7681,7.3559,8.4562,8.5727,0.8078,0,0.5723,3.2117,4.1858,1.5576,1.429,1.1993,6.5603,12.3739,4.1677,4.1502,4.056,9.7598,1.8778,1.9606,1.9633,1.9815,1.9767,3.5509,4.7393,1.6735,1.5861,1.4797,0.2673,0.0255,0.07,0.0656,0.0366,0.0696,3.4808,4.7583,1.5096,1.5829,1.6658,0.391,0.0921,0.0901,0.0582,0.083,0.0676,31.9
GOFJUJ,92.98,235.11,1.64,8.79,7.82,39.4,27.2,16.5,574.86,-2.6857,-2.2016,1.94,1.94,1.89,0.347,-0.424,-0.7139,-0.0879,2.2643,2.8194,1.9234,3.1075,28.8678,7.3411,8.5274,7.0887,0.775,0.5068,0.6609,3.2187,4.1323,1.2281,1.3476,1.5566,6.3896,12.5204,4.1089,4.2328,4.1787,9.743,1.9063,1.9331,1.9762,1.9753,1.9522,3.5309,4.7728,1.5466,1.6707,1.5555,0.4102,0.0789,0.0924,0.072,0.0881,0.0788,3.1732,3.793,1.2592,1.3136,1.2202,0.1217,0.0245,0.0219,0.0249,0.0295,0.021,13.6
GOGCAJ,79.8,236.01,1.85,5.54,6.28,42.4,26.6,12.2,462.06,-2.2746,-1.4973,1.97,2.06,1.92,0.3933,-0.4402,-0.0959,-0.6305,2.4294,2.7435,3.0518,1.8852,28.8044,7.3223,7.0736,8.4763,0.6759,0.5651,0.3707,3.2211,4.1462,1.294,1.2852,1.567,6.3153,12.5531,4.1894,4.2303,4.1334,9.7384,1.8408,1.9728,1.9977,1.9984,1.9286,3.1746,3.8316,1.2912,1.3224,1.2181,0.0898,0.0186,0.0146,0.0156,0.0269,0.014,3.534,4.719,1.5232,1.6602,1.5356,0.3775,0.0826,0.0744,0.0585,0.092,0.0699,10.3
GOGWEG,59.34,149.08,1.79,6.62,7.82,26.9,18.2,10.5,501.08,-3.3033,-0.7435,3.24,1.97,1.84,0.2267,-0.4638,-0.478,-0.3858,1.5575,2.8104,2.8667,3.0738,28.7821,7.3623,7.6457,7.7689,0.8462,0,0.5199,3.1983,4.1926,1.2115,1.5578,1.4234,6.5719,12.4044,4.0523,4.1474,4.2047,9.797,1.9793,1.949,1.932,1.9753,1.9614,3.2211,4.1988,1.3715,1.3372,1.4901,0.0581,0.0151,0.009,0.0138,0.0161,0.0041,3.2099,4.1116,1.2791,1.3365,1.496,0.0642,0.0206,0.0107,0.0143,0.013,0.0057,21.3
GOHHOA,55.98,151.91,1.66,5.14,6.62,25.9,16.6,8,417.43,-2.99,-1.0418,1.89,2.68,1.85,0.2296,-0.4674,-0.1807,-0.6821,1.7298,2.792,3.1884,1.9782,28.8806,7.3518,7.2225,8.5091,0.8208,0.6172,0,3.2013,4.1929,1.4126,1.5318,1.2485,6.5694,12.4305,4.1764,4.142,4.1122,9.7705,1.9269,1.9317,1.9641,1.9651,1.9826,3.1528,3.9425,1.3601,1.3406,1.2418,0.0854,0.0083,0.0247,0.0169,0.0171,0.0185,3.5701,4.8165,1.7293,1.5995,1.4876,0.2955,0.0233,0.0867,0.0726,0.0417,0.0712,25.8
GOHVUU,92.78,187.22,1.55,5.17,6.95,30.3,19.1,10.4,453.02,-3.2351,-2.512,1.99,2.17,1.84,0.4474,-0.4179,-0.5203,-0.522,1.8431,2.8537,2.1407,2.0312,28.7462,7.3671,8.4792,8.4526,0.8714,0.4374,0.2704,3.2045,4.1386,1.3838,1.4501,1.3046,6.383,12.3929,4.1719,4.1336,4.0874,9.7768,1.9216,1.9732,1.9772,1.9616,1.9432,3.5093,4.6765,1.5071,1.6732,1.4962,0.3345,0.0515,0.0733,0.0772,0.0579,0.0746,3.5385,4.6507,1.5098,1.5694,1.5715,0.3328,0.0567,0.0705,0.0807,0.0485,0.0764,15.5
GOHYOT,82.52,204.06,1.71,5.62,14.6,35.7,25.4,14.9,659.45,-3.3579,-2.5693,2,2,1.83,0.1843,-0.4076,-0.1337,-0.1328,2.1166,2.8644,3.1466,3.1503,28.7982,7.3488,7.1211,7.1192,0.8249,0.4708,0.478,3.2026,4.1284,1.4903,1.424,1.2142,6.4279,12.6073,4.1979,4.2105,4.1989,9.7805,1.9359,1.969,1.9682,1.9205,1.9869,3.1589,3.8823,1.2888,1.3857,1.2079,0.0925,0.0101,0.0228,0.0271,0.0134,0.019,3.1587,3.8814,1.2992,1.2141,1.3681,0.0927,0.0195,0.0137,0.0211,0.0152,0.0233,17.4
GOJBOY,96.15,213.72,2.81,8.97,7.22,46.1,41.1,28,745.13,-2.4423,-0.8916,2,1.92,1.92,0.3764,-0.4174,-0.6362,-0.8623,2.0736,2.7754,1.9218,1.8656,28.905,7.2811,8.4923,8.5361,0.7373,0.3889,0.6404,3.2205,4.1231,1.3719,1.2422,1.5091,6.3946,12.4715,4.1122,4.1542,4.2052,9.7575,1.9706,1.9333,1.9603,1.9659,1.9273,3.5191,4.6776,1.5015,1.4826,1.6935,0.4395,0.0937,0.0789,0.0904,0.0791,0.0974,3.5352,4.8541,1.6376,1.5588,1.6578,0.473,0.1069,0.0867,0.0962,0.0745,0.1088,16
GOJBUC,20.33,125.67,1.56,4.27,10.21,19.7,13.6,7.4,470.97,-2.893,-1.2274,1.87,4.53,1.85,0.172,-0.4765,-0.4085,-0.6116,1.6266,2.7904,3.0106,2.046,28.8732,7.3634,7.6331,8.5603,0.8153,0.63,0,3.2022,4.2017,1.2339,1.3371,1.6306,6.6196,12.4261,4.1111,4.1846,4.1304,9.7823,1.8894,1.9778,1.9628,1.9846,1.9676,3.205,4.141,1.2632,1.3819,1.4959,0.0625,0.0152,0.0116,0.0036,0.0233,0.0088,3.5471,4.7567,1.4871,1.7251,1.5445,0.3078,0.0839,0.0605,0.0307,0.0969,0.0357,36.3
GOKBAL01,46.42,130.92,1.9,3.63,9.87,19.4,12.3,7.1,458.65,-2.9468,-0.5034,1.86,3.06,1.84,0.295,-0.4684,-0.6153,-0.5584,1.5589,2.776,2.038,1.9551,28.7917,7.3489,8.5543,8.4734,0.8152,0.5693,0,3.2052,4.1888,1.3816,1.4488,1.3583,6.5671,12.371,4.1659,4.1291,4.076,9.7669,1.8989,1.9528,1.9659,1.9596,1.9897,3.4883,4.758,1.6978,1.5768,1.4834,0.369,0.0579,0.0967,0.0805,0.0582,0.0758,3.5467,4.7401,1.5776,1.5683,1.5942,0.2715,0.0387,0.0818,0.0444,0.0641,0.0424,25.9
GOKWIM,47.96,148.9,1.71,9.63,7.57,22.6,18.4,13.9,615.98,-2.9486,-1.9555,1.85,3,1.83,0.3052,-0.4619,-0.6489,-0.5632,1.5841,2.7871,2.027,2.041,28.7546,7.3362,8.5608,8.4441,0.8141,0.5511,0,3.1986,4.1886,1.4876,1.3806,1.3204,6.5545,12.3838,4.1352,4.1756,4.073,9.7566,1.8984,1.9684,1.9547,1.9835,1.9516,3.4865,4.7507,1.6219,1.4664,1.6623,0.4118,0.0951,0.0483,0.1024,0.0626,0.1034,3.5471,4.7396,1.5383,1.7173,1.4839,0.2765,0.0331,0.0653,0.067,0.0381,0.0729,26.8
GOLFUI,82.22,218.51,4.21,7.56,11.76,43.8,35.1,21.9,787.89,-2.5586,-2.0322,2.03,2.03,1.88,0.1765,-0.4426,-0.0556,-0.315,1.9998,2.7887,3.1811,2.7915,28.8232,7.3702,7.0222,7.3196,0.7207,0.4669,0.4734,3.2017,4.1664,1.4358,1.5091,1.2214,6.4405,12.5632,4.1857,4.202,4.1755,9.8198,1.9592,1.9533,1.9779,1.9544,1.975,3.1522,3.7735,1.2417,1.4148,1.117,0.1299,0.0131,0.0338,0.0296,0.0183,0.0351,3.1843,4.0527,1.4416,1.1786,1.4325,0.078,0.0252,0.0079,0.0186,0.0106,0.0157,14.2
