Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,PC_Buried_Volume_35A,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-N,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_Cu,Atomic_Population_I,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_dyz,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,ImgFreq,Ea
TOHGAY01,79.64,0.27,203.36,40.6,15.8,-3.7334,-2.6118,1.97,1.97,89.33,103.04,0.1552,-0.3016,-0.1312,0.1399,1.4041,3.3407,28.7988,25.1789,0.4544,0.7803,0.5757,3.243,1.3477,1.2058,1.4285,3.728,3.9025,4.2716,9.8287,1.2197,0.0168,1.4362,1.1322,0.1196,-207.27,34.8
CEDPAF,80.42,0.19,174.33,33.3,8.3,-3.4929,-1.4561,2.26,1.93,92.56,106.42,0.3368,-0.3197,-0.1566,0.0891,1.1501,1.9747,28.7877,25.254,0.1221,0.8936,0.6849,3.2399,1.3033,1.2586,1.4402,3.733,3.9063,4.235,9.8385,1.5148,0.0831,1.2246,1.5097,0.0657,-131.29,34.8
EQACAC,80.59,0.1,218.78,37.2,16.9,-3.8164,-2.6896,2.04,1.97,89.28,104.05,0.2292,-0.2809,-0.1189,0.1139,1.4073,2.0706,28.8877,25.1876,0.5034,0.7703,0.5847,3.2451,1.3419,1.2328,1.3839,3.7365,3.8975,4.237,9.8296,1.5297,0.0858,1.3306,1.2596,0.1184,-248.65,34.8
SEDQOH,89.48,0.42,189.63,31,13.1,-2.1951,-1.505,1.99,1.95,82.84,89.77,0.2813,-0.2937,-0.1492,-0.0954,1.2446,1.8284,28.9517,25.4398,0.6301,0.4087,0.6079,3.2478,1.3206,1.2353,1.4136,3.7437,3.9028,4.2359,9.7704,1.7832,0.0956,1.7607,1.5634,0.4436,-112.48,34.8
LABDIB,65.04,-33.68,161.76,28.7,9.5,-2.7228,-1.3951,2.08,1.93,86.58,92.23,0.2832,-0.3101,-0.1461,0.0861,1.33,1.9479,29.0279,25.276,0.5236,0.6921,0.6192,3.2379,1.349,1.1967,1.4493,3.717,3.8144,4.2171,9.8427,1.5455,0.0619,1.5388,1.4779,0.3531,-141.17,34.8
NAFHOR,88.55,0.24,185.51,30.5,15.4,-2.2362,-1.2385,2.02,1.94,85.99,91.24,0.3017,-0.3265,-0.1671,0.0589,1.2928,1.7746,28.8794,25.3221,0.4712,0.6772,0.5957,3.2375,1.2999,1.2544,1.4575,3.7164,3.8991,4.2203,9.8089,1.7855,0.094,1.7828,1.5374,0.4654,-82.46,34.7
MMANSC,88.45,1.26,187.58,31.1,14.4,-2.2078,-1.4296,2.02,1.95,84.17,90.49,0.287,-0.3069,-0.1561,-0.026,1.2915,1.7809,28.9197,25.3897,0.589,0.5017,0.5999,3.2449,1.326,1.227,1.4326,3.7319,3.9006,4.2355,9.7843,1.7882,0.0984,1.7513,1.5706,0.4491,-94.71,34.6
UZAKIR,98.78,-58.45,241.05,41.8,16.3,-3.7273,-1.8551,1.78,1.93,89.93,102.26,0.3249,-0.2711,-0.1229,0.0736,1.2198,3.654,28.9472,25.236,0.325,0.7839,0.617,3.2345,1.2814,1.2652,1.4126,3.7487,3.9252,4.2552,9.6861,1.2085,0.0479,1.7701,1.6821,0.4777,-234.26,34.6
ABORUE,82.37,-0.27,220.15,40.4,21.5,-3.3561,-1.8006,1.97,1.99,89.94,105.57,0.1413,-0.3094,-0.1469,0.1058,1.3278,3.1527,28.838,25.2176,0.3543,0.8291,0.558,3.2469,1.3615,1.1923,1.4324,3.729,3.9021,4.2698,9.8432,1.2816,0.0154,1.4007,1.2486,0.0883,-147.07,34.4
VUFMOY,99.83,4.77,217.83,47.2,22.2,-3.5044,-2.2623,2.06,1.94,87.26,96.99,0.3538,-0.27,-0.1214,0.2534,1.4714,1.7455,29.064,25.1661,0.5333,0.6927,0.581,3.2345,1.3022,1.2416,1.4147,3.7042,3.8989,4.2314,9.751,1.7337,0.0997,1.5253,1.6778,0.435,-238.91,34.4
YEBBUC,81.33,1.34,219.39,37,12.1,-3.4352,-2.0323,1.99,1.99,89.34,101.95,0.1944,-0.3018,-0.1358,0.1141,1.3754,1.94,28.8468,25.202,0.4642,0.7766,0.5729,3.2471,1.2798,1.2799,1.4194,3.7279,3.8772,4.2323,9.8508,1.5558,0.0808,1.3095,1.1204,0.1191,-184.48,34.3
LEFPUI,62.31,0.23,154.46,24.6,11.3,-2.7695,-1.28,2.07,1.93,88.49,96.39,0.3093,-0.3235,-0.161,0.1197,1.3223,1.8975,28.8879,25.2377,0.429,0.7868,0.6227,3.2361,1.2999,1.2521,1.4579,3.7135,3.9223,4.2113,9.8387,1.5565,0.0418,1.5381,1.6543,0.3207,-112.16,34
DOBBUS,95.7,-2.06,202.69,40.8,21.1,-3.6065,-2.1376,1.79,1.92,86.98,94.78,0.3536,-0.2864,-0.1201,0.2672,1.5453,1.9601,29.3313,25.1018,0.6935,0.696,0.6501,3.2323,1.3447,1.2245,1.4101,3.7026,3.9078,4.2446,9.7186,1.5046,0.1094,1.5487,1.6396,0.36,-205.69,33.9
XUGVEC,60.42,3.2,156.85,26.3,18.2,-3.3381,-1.6092,1.88,1.94,88.21,100.06,0.2544,-0.3065,-0.1386,0.1074,1.397,2.0636,28.8036,25.2281,0.5114,0.7069,0.6043,3.2425,1.3216,1.271,1.3951,3.7207,3.8442,4.2069,9.8407,1.531,0.0908,1.282,1.1758,0.0801,-166.53,33.8
GEXKID,84.23,15.16,198.47,40.6,15.1,-3.2325,-1.9491,1.97,1.97,91.27,103.94,0.3135,-0.3169,-0.158,0.0743,1.1853,1.899,28.874,25.2425,0.2053,0.8672,0.6297,3.2451,1.2671,1.2884,1.4406,3.7381,3.9183,4.2139,9.8339,1.4778,0.0988,1.369,1.2035,0.113,-136.51,33.8
YONCIN,66.45,0.11,169.08,27.9,11.5,-2.8084,-1.48,2.06,1.96,86.28,92.46,0.1627,-0.3159,-0.1434,0.0833,1.3919,1.9232,28.9836,25.2657,0.5767,0.6498,0.5761,3.2446,1.3379,1.2274,1.4302,3.7185,3.8985,4.2488,9.8594,1.5993,0.0682,1.3926,1.1942,0.0841,-135.57,33.8
ZUPNAC,66.66,-28.01,166.82,26.5,12,-2.8454,-1.6747,2.03,1.98,85.14,90.34,0.2139,-0.2867,-0.1242,0.033,1.4262,1.966,29.0942,25.2915,0.7177,0.5182,0.5525,3.2522,1.3677,1.1955,1.3967,3.7251,3.8785,4.2384,9.8435,1.5489,0.058,1.5738,1.4651,0.3904,-166.88,33.8
PAHREY,82.35,0.67,184.4,37.4,21.1,-2.5812,-1.5553,1.99,1.94,88.6,97.24,0.3963,-0.3241,-0.1766,0.1364,1.2179,1.7814,28.8824,25.2642,0.2846,0.8414,0.6296,3.236,1.2244,1.3293,1.4575,3.7093,3.8959,4.2197,9.8093,1.692,0.072,1.4739,1.6436,0.4122,-105.51,33.7
GOZQIX01,82.01,17.48,193.48,40.7,17.1,-3.2308,-1.7544,1.96,2,88.82,99.16,0.2724,-0.3187,-0.1512,0.1499,1.3561,1.9421,28.8541,25.2054,0.4226,0.7932,0.5719,3.2467,1.3469,1.2044,1.4455,3.7163,3.8717,4.2383,9.8468,1.5054,0.1018,1.4477,1.1627,0.1145,-138.95,33.7
XUNKEW,90.91,6.78,217.44,37.9,14.5,-3.0172,-1.3014,1.99,1.97,91.97,107.5,0.2932,-0.3262,-0.1688,0.0662,1.1264,3.2023,28.851,25.2477,0.1184,0.8942,0.6341,3.2464,1.2926,1.2702,1.4406,3.7385,3.9267,4.2223,9.825,1.2705,0.0143,1.5144,1.7564,0.4132,-93.74,33.6
DACHEU01,89.98,1.04,188.09,33,15.2,-2.3305,-1.4177,2.05,1.96,84.19,90.82,0.2685,-0.291,-0.14,-0.0226,1.3036,1.7582,28.947,25.3794,0.6277,0.5063,0.585,3.2473,1.352,1.2073,1.4081,3.7296,3.843,4.2355,9.8085,1.7544,0.095,1.7791,1.5411,0.4336,-129.79,33.5
IMAFIN,83.97,16.22,197.01,40.8,18,-3.2174,-1.9153,1.98,1.97,91.39,103.91,0.3241,-0.3164,-0.1585,0.0698,1.1747,1.9009,28.8671,25.2454,0.1879,0.8737,0.6334,3.2451,1.2618,1.3047,1.429,3.7389,3.9102,4.2055,9.8321,1.4645,0.0998,1.3499,1.2071,0.1132,-137.67,33.3
VAZJOY,92.74,-1.99,243.37,48.2,24.2,-3.6012,-2.4689,2.15,1.92,86.94,95.22,0.3447,-0.2771,-0.1176,0.3013,1.5793,1.8505,29.3522,25.09,0.6808,0.6959,0.619,3.2306,1.2643,1.2853,1.4222,3.6966,3.857,4.2457,9.7253,1.6264,0.0776,1.5848,1.5626,0.474,-212.68,33.3
ADOKIN,81.78,-0.45,206.75,40.4,14.4,-3.8226,-2.7833,2.1,1.97,89.18,103.45,0.1391,-0.292,-0.1233,0.1336,1.4199,3.1511,28.8291,25.1739,0.4767,0.771,0.573,3.2439,1.3441,1.2127,1.4144,3.7325,3.9094,4.2703,9.8252,1.3936,0.0195,1.2245,1.2439,0.0922,-236.67,33.1
XIYVIL,83.18,0,221.86,40.4,19.8,-3.4831,-1.9895,2.09,1.99,90.1,106.38,0.1329,-0.3024,-0.137,0.0943,1.3418,3.1514,28.856,25.2171,0.3684,0.8066,0.5558,3.2471,1.3551,1.1946,1.429,3.7363,3.8943,4.2692,9.8477,1.3678,0.0136,1.2785,1.1517,0.1244,-178.18,32.9
FEXGUL,83.07,1.87,175,30.4,11.9,-2.8842,-1.3534,2.33,1.95,89.01,97.55,0.3234,-0.3206,-0.161,0.1016,1.2694,2.0359,28.8352,25.2492,0.3508,0.8021,0.6127,3.2381,1.3053,1.2587,1.4418,3.7197,3.922,4.1797,9.8223,1.5113,0.0556,1.7836,1.675,0.4012,-112.2,32.9
HOKREG,106.48,-8.23,221.09,49.1,21.3,-3.1677,-1.4408,2.03,1.97,88.4,93.25,0.3838,-0.3119,-0.1514,0.2249,1.3766,1.75,29.1768,25.1745,0.4958,0.8059,0.5627,3.2378,1.2764,1.2622,1.4612,3.7009,3.9063,4.2314,9.7527,1.7842,0.0965,1.5373,1.6474,0.4161,-132.99,32.9
UFUJUB,85.34,8.41,218.62,42.7,19.5,-3.5089,-1.6655,2.11,1.95,89.58,93.41,0.3481,-0.2674,-0.1281,0.159,1.3689,1.8664,29.2351,25.1883,0.482,0.7152,0.637,3.2309,1.3492,1.2049,1.4063,3.7178,3.8758,4.2037,9.7789,1.5994,0.0852,1.4721,1.7315,0.4226,-205.16,32.9
FEYMOM,62.52,0.19,155.04,26.3,13.9,-3.0482,-1.5374,2.03,1.93,88.34,96.19,0.2997,-0.3169,-0.1526,0.124,1.3363,1.9437,28.9407,25.233,0.4691,0.7523,0.6364,3.2361,1.3443,1.2053,1.4538,3.7138,3.864,4.2179,9.8482,1.5494,0.0442,1.5317,1.6248,0.3635,-134.85,32.8
JUPCAA,66.73,-2.06,204.82,33.2,18.1,-3.2268,-1.8874,1.91,1.96,85.28,92.26,0.1127,-0.3385,-0.1467,0.2401,1.4903,3.2186,28.9654,25.1663,0.553,0.7004,0.586,3.2401,1.2416,1.3267,1.4552,3.6891,3.8453,4.2617,9.8652,1.4205,0.0114,1.4684,1.1554,0.0744,-119.82,32.7
WIGLOQ,86.32,8.7,217.49,42.5,16.4,-3.5687,-1.7741,2.13,1.94,89.5,93.53,0.3501,-0.2639,-0.1234,0.1592,1.3786,1.8968,29.1706,25.1836,0.4891,0.7071,0.6294,3.2306,1.3728,1.1935,1.3908,3.7196,3.7773,4.1913,9.7732,1.6129,0.0776,1.4756,1.7267,0.4192,-220.68,32.7
AQOPIG,81.17,-0.05,206.32,40.3,15.3,-3.7467,-2.6424,1.98,1.97,89.34,103.65,0.1474,-0.2994,-0.1309,0.1418,1.4134,3.3429,28.8154,25.1711,0.4542,0.7899,0.5748,3.2435,1.3459,1.2106,1.4226,3.7293,3.9101,4.2705,9.8273,1.22,0.016,1.4024,1.1248,0.1198,-208.08,32.6
GAMBUT10,62.94,-1.23,156.48,26.3,9.4,-3.2641,-1.6886,2.09,1.91,89.14,101.26,0.3291,-0.308,-0.1591,0.1085,1.2546,1.9343,28.9195,25.2624,0.3025,0.8062,0.668,3.2328,1.2533,1.339,1.4029,3.7101,3.8262,4.1987,9.8342,1.5503,0.0332,1.5498,1.6573,0.3562,-127.48,32.6
BEZGES,106.39,-0.33,201.95,35.4,17.3,-2.7917,-1.3851,2.17,1.99,88.41,97.99,0.307,-0.3097,-0.155,0.1309,1.3588,2.0059,28.8105,25.232,0.4747,0.7657,0.5586,3.2446,1.3645,1.1922,1.4331,3.7112,3.7977,4.2204,9.8293,1.5422,0.0802,1.7584,1.6534,0.4292,-125.39,32.6
XACSOL,98.35,-11.45,205.71,40.7,15.8,-3.8706,-2.9183,2,1.91,84.86,101.14,0.364,-0.2471,-0.0944,0.1381,1.4309,1.7798,29.264,25.1737,0.5825,0.6656,0.637,3.2362,1.2845,1.2711,1.3769,3.7386,3.8979,4.2462,9.7182,1.7587,0.0846,1.5747,1.6612,0.4346,-297.1,32.6
NARCAN,84.6,-3.03,226.76,41.5,24.4,-3.4661,-2.2947,1.94,1.97,88.06,101.44,0.1014,-0.3014,-0.1347,0.1283,1.3915,2.9941,28.915,25.207,0.47,0.7616,0.5546,3.2447,1.3739,1.1874,1.4192,3.7246,3.8298,4.2666,9.8341,1.3247,0.0093,1.21,1.4003,0.0931,-188.73,32.5
ELABEZ,77.86,7.42,204.84,46.9,18.5,-2.9318,-1.2146,2.28,2.01,91.08,93.81,0.2852,-0.3207,-0.1687,0.1313,1.2296,1.6752,28.7135,25.2525,0.2771,0.8347,0.5442,3.2449,1.3496,1.1941,1.4574,3.712,3.764,4.1848,9.8803,1.7043,0.1076,1.5305,1.5231,0.3941,-115.43,32.4
VAQQOW,83.34,1,208.95,40.1,21.6,-2.8588,-1.4425,2.33,1.97,87.84,104.81,0.2738,-0.3291,-0.1728,0.0975,1.3157,2.6031,28.7904,25.2315,0.3447,0.8536,0.5812,3.2459,1.2474,1.3165,1.4435,3.7233,3.816,4.2321,9.821,1.2145,0.0093,1.7712,1.6014,0.4389,-75.36,32.4
COKTEC,86.62,-1.47,199.95,43.3,11.9,-3.7477,-2.7936,2.05,1.98,88.16,93.37,0.2648,-0.2779,-0.1136,0.1976,1.4508,1.8944,29.0577,25.1595,0.5726,0.6496,0.5956,3.2429,1.2806,1.2615,1.4182,3.7189,3.8893,4.238,9.7865,1.5252,0.066,1.3527,1.198,0.0984,-263.96,32.3
FEMMIU,34.03,-6.36,195.93,43.1,19.4,-2.9386,-1.3127,2.53,1.99,89.9,97.93,0.2952,-0.3225,-0.1592,0.1468,1.2794,4.1095,29.0179,25.2135,0.3369,0.8376,0.5911,3.2424,1.3469,1.2788,1.3798,3.7162,3.8058,4.1977,9.8156,0.9501,0.0463,0.9201,1.0406,0.1316,-112.39,32.3
TUPGUG,91.36,-2.97,188.79,31.7,10.4,-4.0376,-3.6959,2.13,1.96,88.74,100.03,0.2475,-0.2487,-0.1027,0.1412,1.4519,2.0163,28.8966,25.1522,0.5422,0.737,0.5826,3.2459,1.3335,1.2389,1.3514,3.7368,3.9187,4.2126,9.8031,1.5701,0.0703,1.2135,1.2344,0.0952,-328.23,32.3
WERLEL01,62.89,-1.18,156.16,26.3,9.4,-3.3269,-1.6924,2.09,1.91,89.42,99.28,0.3274,-0.3084,-0.1599,0.1186,1.2504,1.8959,28.9182,25.2535,0.2833,0.822,0.6648,3.2322,1.3802,1.265,1.351,3.7066,3.8935,4.183,9.8389,1.5429,0.0581,1.5648,1.6443,0.33,-129.18,32.2
BETFAH,65.07,-1.11,163.82,25.5,11.8,-3.3537,-2.9267,1.92,1.94,87.34,98.35,0.2039,-0.2997,-0.1307,0.1035,1.366,3.1355,28.9617,25.2268,0.4924,0.709,0.5894,3.2408,1.3322,1.2257,1.4237,3.7276,3.8955,4.266,9.8156,1.4336,0.0042,1.6295,1.6629,0.5115,-235.5,32.1
PAPBIU,82.26,11.73,185.02,33.5,19.3,-3.3176,-2.5471,2.06,1.96,88.42,97.98,0.31,-0.3062,-0.1373,0.1436,1.3381,1.9525,28.8518,25.2166,0.4268,0.7457,0.6027,3.2446,1.1998,1.3599,1.426,3.7258,3.7369,4.2079,9.8261,1.5141,0.1045,1.1902,1.5181,0.0623,-216.7,32.1
EJENOW,85.73,1.17,187.9,32,17.2,-2.7954,-2.0894,1.98,1.98,88.46,98.9,0.3271,-0.3016,-0.1498,0.0966,1.3183,1.7855,28.854,25.2457,0.4213,0.7541,0.5599,3.2459,1.353,1.1927,1.4342,3.7214,3.8564,4.2243,9.7984,1.785,0.08,1.5108,1.6836,0.4151,-157.85,32.1
KGLUCP02,91.89,0.44,195.12,32.9,14.1,-1.9534,-1.7166,1.87,2,80.17,87.81,0.2444,-0.2625,-0.1236,-0.1711,1.1949,1.8543,29.0455,25.4713,0.7176,0.2859,0.5523,3.2639,1.3424,1.2233,1.3583,3.7518,3.8826,4.2296,9.7825,1.7177,0.0882,1.7975,1.5378,0.4299,-143.24,32.1
ZOLXIH,84.4,4.54,177.33,33.7,16.3,-3.1539,-1.3686,2.46,1.94,88.66,102.46,0.2765,-0.3326,-0.1592,0.1454,1.2337,1.957,28.853,25.2582,0.2778,0.8377,0.6343,3.2397,1.2912,1.2762,1.449,3.7159,3.875,4.2556,9.8198,1.66,0.0872,1.2577,1.4544,0.0629,-111.49,32.1
NAFTEU,107.53,-7.74,212.68,43.7,19.2,-3.1893,-1.4378,2.02,1.95,88.34,94.48,0.3701,-0.3018,-0.1461,0.2102,1.3769,1.6985,29.2973,25.1928,0.522,0.7804,0.6011,3.2365,1.2504,1.2913,1.4484,3.6995,3.8942,4.2401,9.7423,1.7705,0.1028,1.6077,1.5868,0.384,-144.93,32.1
BOJYIJ,84.76,8.3,217.87,42.6,17.3,-3.5956,-1.7329,2.14,1.94,89.45,93.63,0.3465,-0.2632,-0.1215,0.1565,1.3782,1.8846,29.2289,25.1857,0.5006,0.6981,0.6404,3.2305,1.3471,1.2052,1.4042,3.7199,3.8708,4.208,9.7749,1.5884,0.0843,1.4704,1.7302,0.4238,-225.55,32.1
XEGMAX01,63.84,1.54,177.4,37.8,18.1,-3.2274,-3.1989,2.08,1.95,87.41,98.39,0.3903,-0.2712,-0.1159,0.1145,1.3355,1.8438,28.9747,25.2482,0.4612,0.721,0.6087,3.2413,1.3373,1.1933,1.4215,3.7275,3.7128,4.2148,9.7992,1.5082,0.0971,1.5759,1.479,0.3578,-286.19,32
CHAPEP10,64.98,0.32,161.65,27.5,10.4,-2.989,-1.4822,2.08,1.94,87.06,95.38,0.273,-0.3065,-0.1426,0.104,1.3826,1.8804,29.0233,25.2486,0.5584,0.6836,0.613,3.2405,1.3284,1.2202,1.4405,3.7158,3.9114,4.2268,9.8472,1.5539,0.0559,1.5424,1.4817,0.353,-146.89,32
TUHJAH,84.52,2.39,215.35,34.8,10.3,-2.6698,-1.2395,2.01,1.94,89.96,114.79,0.2692,-0.3424,-0.1905,0.0574,1.1357,1.6939,28.8538,25.2491,0.1072,0.9395,0.6569,3.2457,1.2915,1.2889,1.4395,3.7343,3.8946,4.2504,9.8099,1.7851,0.0933,1.3383,1.2755,0.0893,-59.67,31.9
GOFHEO,65.51,-0.74,163.58,24.9,9.5,-2.9801,-1.5556,2.06,1.96,86.27,92.48,0.2405,-0.301,-0.1337,0.0956,1.4314,1.9334,29.0061,25.2463,0.6355,0.6279,0.577,3.2447,1.3527,1.2032,1.4246,3.7163,3.8801,4.2334,9.8475,1.5503,0.0593,1.5717,1.4704,0.3707,-156.8,31.9
GENQOI,62.07,-8.32,209.12,33.6,22.6,-3.3031,-1.6581,2.08,1.92,87.92,95.74,0.3366,-0.3333,-0.1791,0.1725,1.3435,1.9811,28.8954,25.2118,0.3112,0.8876,0.6488,3.2325,1.2992,1.4344,1.2894,3.6902,3.7916,4.1362,9.8436,1.6517,0.0783,1.5252,1.6017,0.4203,-81.24,31.8
WIXFUH,83.81,-6.54,183.75,31.4,14.8,-3.4079,-1.9314,2.14,1.95,88.5,98.79,0.1512,-0.3159,-0.1382,0.1245,1.353,2.943,28.8863,25.2022,0.4422,0.7591,0.6072,3.2393,1.3645,1.189,1.4473,3.7247,3.7308,4.2706,9.8304,1.2329,0.021,1.4327,1.2136,0.0665,-177.03,31.8
SOVVUU,108.51,-9.9,230.29,47.9,21.3,-3.2908,-2.044,2.01,1.95,88.2,95.63,0.372,-0.2813,-0.1353,0.1819,1.3629,1.6782,29.1602,25.2018,0.4752,0.7715,0.5781,3.2356,1.3139,1.2362,1.4195,3.71,3.9114,4.2267,9.7535,1.7752,0.1028,1.5279,1.647,0.4449,-192.86,31.8
YUYYUM,91.32,6.89,188.79,36.2,15.2,-3.1657,-1.7786,2.03,1.95,93.56,107.31,0.2768,-0.3243,-0.1739,0.0543,1.1155,3.1894,28.8217,25.2666,0,0.9173,0.6525,3.2493,1.1887,1.3669,1.4436,3.735,3.6023,4.2102,9.8393,1.2753,0.0145,1.3054,1.4242,0.0615,-122.81,31.7
XOJLUE,89.37,0.44,188.12,33.5,14.2,-2.2054,-1.3956,2.02,1.95,84.06,90.29,0.293,-0.3091,-0.1551,-0.0201,1.282,1.7277,28.8989,25.388,0.5645,0.545,0.6015,3.243,1.2822,1.2888,1.4183,3.7323,3.9025,4.2336,9.7835,1.7645,0.0949,1.759,1.6094,0.4451,-96.94,31.7
WIDXIQ,76.64,-1.94,201.42,34.6,12.5,-3.3844,-1.7175,2.55,1.96,88.69,99.36,0.1766,-0.3322,-0.1535,0.1438,1.3464,2.9677,28.8107,25.192,0.3614,0.8108,0.5905,3.243,1.3743,1.185,1.4544,3.7214,3.7185,4.2391,9.8399,1.2651,0.0115,1.284,1.2786,0.0962,-131.42,31.7
GUOPNA10,91.62,0.88,198.4,34.9,19.7,-2.1163,-1.5539,1.93,1.95,78.79,90.88,0.2573,-0.2567,-0.139,-0.1912,1.1422,1.7546,29.0715,25.5093,0.7326,0.2148,0.6201,3.2583,1.2786,1.2991,1.3448,3.7545,3.9113,4.2497,9.7488,1.742,0.1085,1.7288,1.6138,0.442,-141.46,31.5
ACENEC,85.43,1.46,180.88,36.2,17.1,-2.918,-1.1627,1.95,1.94,93.04,107.98,0.3495,-0.3368,-0.176,0.1219,1.1048,2.8255,28.8358,25.2526,0,0.9307,0.6694,3.2458,1.2547,1.3676,1.3926,3.7239,3.8567,4.1945,9.8249,1.2624,0.0186,1.5179,1.668,0.4184,-95.88,31.4
DIWJAV,79.91,0.47,179.94,33.7,20.1,-3.0528,-1.3623,2,1.96,88.7,96.35,0.2664,-0.3302,-0.1625,0.1075,1.2574,2.8497,28.8352,25.2389,0.3166,0.8351,0.623,3.2407,1.3131,1.2547,1.4461,3.719,3.9232,4.1988,9.8441,1.3258,0.013,1.485,1.6382,0.387,-116.19,31.4
MEURID,104.94,-1.49,200.35,34.7,16.2,-2.7874,-1.6416,2.2,1.99,88.23,98.32,0.3065,-0.31,-0.1547,0.1271,1.3512,1.9875,28.7964,25.2362,0.4673,0.7734,0.552,3.2448,1.3561,1.2048,1.4289,3.7118,3.7949,4.225,9.8275,1.5304,0.0808,1.7337,1.6645,0.4337,-126.75,31.4
CEFZET,79.97,3.66,186.92,31.8,18.4,-2.9374,-1.3005,1.97,1.94,88.01,99.44,0.3299,-0.3293,-0.1714,0.1571,1.2981,1.785,28.8242,25.2376,0.3096,0.8443,0.6195,3.2387,1.4019,1.2088,1.4026,3.7051,3.8655,4.1988,9.8267,1.7586,0.0972,1.4772,1.6076,0.3721,-95.13,31.3
FICXIA01,62.59,0.24,176.57,27,19.5,-3.0286,-1.6003,2.15,1.92,89,96.07,0.3219,-0.3243,-0.1601,0.132,1.2892,1.7981,28.9314,25.2356,0.3791,0.8121,0.6475,3.233,1.3082,1.2502,1.4549,3.7151,3.8913,4.2139,9.8407,1.5404,0.0616,1.5551,1.4875,0.3502,-115.41,31.2
JUMGON,62.99,0.88,156.1,26.2,13.2,-2.9481,-1.4189,2.03,1.94,88,93.53,0.2849,-0.3265,-0.1576,0.1489,1.3669,1.9386,28.9854,25.2099,0.4851,0.7728,0.6184,3.237,1.3362,1.215,1.4617,3.7089,3.8655,4.2199,9.8527,1.5516,0.0423,1.5346,1.6325,0.3779,-113.99,31.1
LIPCIZ,61.9,0.81,153.32,25.1,9.8,-3.0084,-1.4705,2.05,1.94,88.09,94.9,0.2825,-0.3257,-0.1572,0.1434,1.3781,1.9198,28.9325,25.2144,0.4983,0.7578,0.611,3.2383,1.3618,1.195,1.4542,3.7102,3.8686,4.2122,9.8495,1.5643,0.0456,1.5251,1.6657,0.3137,-113.97,31
EQANOA,88.93,-0.44,187.71,37.1,22.8,-3.6456,-2.5143,2.21,1.95,90,96.71,0.3253,-0.2999,-0.1314,0.1772,1.3803,1.9183,28.828,25.1778,0.4746,0.7713,0.6434,3.2354,1.3051,1.2507,1.4322,3.7191,3.8819,4.2113,9.8355,1.4824,0.0763,1.6137,1.5622,0.4218,-187.38,31
TULYOQ,87.04,-1.49,184.23,33.2,19,-2.9095,-1.4118,2.05,1.98,88.3,92.43,0.2909,-0.3058,-0.1489,0.1171,1.3611,1.8182,28.9542,25.241,0.5169,0.7172,0.5717,3.2442,1.2971,1.2599,1.429,3.7105,3.9148,4.2085,9.8561,1.6907,0.085,1.4887,1.5957,0.351,-153.52,31
PIPMDC11,91.23,4.09,219.65,41.4,19.5,-3.5036,-2.2079,2.1,1.94,84.5,99.49,0.3447,-0.2971,-0.1278,0.2189,1.4434,1.872,28.9965,25.1911,0.5186,0.6984,0.6199,3.2396,1.2051,1.381,1.3945,3.706,3.7535,4.2198,9.7834,1.5484,0.081,1.4955,1.7388,0.4061,-163.33,31
RASTEK,63.12,-0.21,156.67,24.6,15.5,-3.1295,-1.7777,2.07,1.94,88.38,96.67,0.2897,-0.3124,-0.1481,0.1254,1.3829,1.9294,28.9445,25.2209,0.5167,0.7256,0.6129,3.2402,1.228,1.3344,1.433,3.7148,3.803,4.2131,9.849,1.5488,0.0803,1.5473,1.6067,0.3521,-141.84,30.9
TECDEL,87.39,6.3,212.41,44.9,19,-3.4391,-2.5742,1.96,2,91.33,100.45,0.3342,-0.294,-0.1449,0.0695,1.1793,2.0087,28.8543,25.2651,0.2017,0.8324,0.5915,3.2485,1.2485,1.2863,1.4351,3.7431,3.9098,4.2292,9.803,1.4775,0.0833,1.2174,1.3383,0.0765,-196.79,30.9
GAVYOR,108.42,-3.14,205.1,36.1,19.3,-2.8407,-1.6595,2.14,1.99,88.72,98.99,0.3221,-0.3088,-0.1552,0.1169,1.3076,1.9888,28.805,25.2458,0.4156,0.7877,0.5559,3.2447,1.3635,1.1793,1.4457,3.716,3.7805,4.2265,9.8307,1.5334,0.0729,1.7798,1.6531,0.4416,-128.38,30.9
NAMQIE,85.84,13.57,200.33,40.5,16.6,-3.0943,-1.6154,1.98,1.97,91.46,104.81,0.3032,-0.3261,-0.1673,0.0849,1.1634,1.8804,28.8848,25.2378,0.1656,0.8907,0.6375,3.2447,1.2809,1.2962,1.4285,3.7337,3.9193,4.1789,9.8354,1.4481,0.1032,1.3123,1.2171,0.1113,-106.72,30.8
