Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
XIKPUF,92.61,196.91,2.01,7.71,7.3,34.2,22.8,14.4,517.47,-3.5353,-2.7108,2,1.86,1.88,0.441,-0.2475,-0.6584,-0.8355,2.1943,2.9422,1.7248,1.8546,28.7663,7.2681,8.3904,8.5301,0.6613,0.3941,0.6892,3.1639,4.0024,1.4079,1.2284,1.3661,6.387,12.4672,4.1469,4.1385,4.1817,9.7049,1.9706,1.9006,1.9163,1.9818,1.9356,3.5744,4.6224,1.7339,1.4201,1.4685,0.4615,0.0825,0.0714,0.1256,0.0622,0.1199,3.5629,4.8788,1.6228,1.5117,1.7443,0.3938,0.0893,0.084,0.072,0.0641,0.0844,22.1
XIKZUP,91.17,192.03,2.34,12.62,7.37,40,32.9,22.9,768.07,-3.6115,-3.5502,2.15,1.99,2.01,0.4662,-0.2287,-0.4691,-0.4652,2.1419,2.9003,2.0056,2.112,28.8525,7.1887,8.4492,8.4456,0.4498,0.3116,0.4482,3.1815,3.9663,1.292,1.3363,1.3379,6.236,12.447,4.1474,4.14,4.1596,9.8508,1.9772,1.9684,1.942,1.9691,1.9941,3.5014,4.6075,1.4997,1.6375,1.4703,0.3602,0.0834,0.0732,0.061,0.0794,0.0632,3.4754,4.6028,1.4532,1.5182,1.6314,0.3869,0.0851,0.0916,0.0595,0.0903,0.0604,2
XILVOE,76.56,195.98,1.52,7.57,6.07,41.2,26.3,13.4,481.59,-3.7286,-2.7783,1.89,2.43,1.89,0.536,-0.2369,-0.7722,-0.44,2.3854,2.9588,1.8258,2.0718,28.8,7.2541,8.5333,8.3837,0.6812,0.6685,0.1408,3.1633,3.9928,1.2797,1.3329,1.3802,6.3309,12.4555,4.1991,4.1407,4.1157,9.6776,1.8415,1.9625,1.9438,1.9509,1.9789,3.5486,4.8264,1.6431,1.7017,1.4816,0.3972,0.0528,0.0943,0.0889,0.0846,0.0766,3.5227,4.6108,1.4372,1.4812,1.6924,0.3065,0.0758,0.0422,0.0705,0.0419,0.0762,52.5
XILYEX,83.93,190.18,1.76,8.35,9.88,30.2,22.2,16.6,646.05,-4.6388,-4.157,1.93,1.96,1.84,0.5739,-0.2161,-0.552,-0.5422,2.2111,3.0096,2.0736,2.1227,28.6332,7.2715,8.4931,8.502,0.7494,0.557,0.5342,3.1688,3.9658,1.2637,1.2854,1.4167,6.3117,12.435,4.1169,4.1702,4.1479,9.6795,1.9623,1.9403,1.8838,1.9798,1.9133,3.5158,4.6341,1.4767,1.5318,1.6256,0.4021,0.0878,0.0867,0.0625,0.0988,0.0663,3.5165,4.6355,1.4619,1.4925,1.681,0.3902,0.084,0.0709,0.0861,0.0706,0.0786,13.9
XIMPAM,63.17,157.17,1.95,6.44,10.69,24.1,14,9.5,552.34,-3.0587,-1.73,2.07,2.08,1.87,0.3779,-0.2579,-0.5941,-0.6118,1.6883,2.9169,1.9404,1.916,28.8519,7.324,8.5456,8.5653,0.6733,0.447,0.4382,3.1602,4.0133,1.3078,1.3905,1.315,6.4401,12.3699,4.104,4.173,4.0929,9.8121,1.9153,1.9712,1.9625,1.979,1.9842,3.5416,4.7281,1.5169,1.706,1.5052,0.3243,0.0619,0.0719,0.0687,0.054,0.0678,3.5377,4.7317,1.6335,1.4632,1.635,0.3424,0.0688,0.0603,0.0759,0.0484,0.0889,15.7
XIMXID,89.5,186.39,3.02,7.84,10.75,36,29.7,19.9,702.2,-3.8687,-2.3888,2.01,2.05,1.93,0.4541,-0.2348,-0.4875,-0.4945,1.8505,2.9992,2.0155,1.9914,28.7998,7.2587,8.49,8.4966,0.686,0.4182,0.3706,3.1657,3.9873,1.3671,1.2937,1.3265,6.3086,12.4093,4.1824,4.1078,4.1191,9.828,1.9699,1.9964,1.9628,1.9278,1.9711,3.4847,4.6166,1.4785,1.5632,1.5749,0.3861,0.0838,0.06,0.0919,0.0673,0.0832,3.4919,4.6169,1.4873,1.4912,1.6384,0.3857,0.0753,0.0676,0.0837,0.0673,0.0917,14.5
XINFUV,86.06,187.41,1.67,5.53,8.79,28.6,18.9,13.3,540.32,-4.6863,-3.7353,2.28,1.77,1.91,0.5662,-0.1858,-0.5246,-0.5072,2.6019,3.0447,2.0468,2.2552,28.7861,7.1132,8.4584,8.5522,0.5501,0.2637,0.7479,3.1569,3.9456,1.3152,1.3348,1.2956,6.2404,12.4932,4.1645,4.1967,4.1319,9.7002,1.9463,1.983,1.9121,1.878,1.9807,3.5472,4.6526,1.5195,1.524,1.6091,0.3248,0.0762,0.0527,0.0637,0.066,0.0662,3.4738,4.6356,1.4585,1.669,1.5082,0.3979,0.077,0.0831,0.0766,0.0984,0.0627,4.4
XINHIL,80.86,189.98,3.13,9.09,10,35.6,32.3,25.7,832.53,-3.1611,-2.6871,1.91,2.23,1.88,0.4035,-0.2532,-0.7507,-0.4517,1.759,2.9392,1.7754,2.076,28.794,7.2941,8.599,8.4259,0.6583,0.6196,0.2445,3.1637,4.0065,1.1939,1.3874,1.4252,6.414,12.3936,4.0495,4.2154,4.1288,9.7888,1.9614,1.9756,1.9394,1.95,1.9625,3.53,4.8065,1.5974,1.6529,1.5561,0.4141,0.059,0.0819,0.0985,0.0877,0.087,3.5108,4.6018,1.4797,1.4892,1.633,0.339,0.0722,0.0564,0.0758,0.0481,0.0865,26.3
XINJAF,89.77,194.04,2.19,7.77,11.32,40.9,30,17.2,607.29,-4.2607,-3.4886,1.93,2,2.02,0.5735,-0.2182,-0.5536,-0.5551,2.3545,2.9097,2.0712,2.0613,28.7795,7.2152,8.4521,8.4129,0.4719,0.4888,0.3978,3.1813,3.957,1.2844,1.2941,1.3785,6.2341,12.4199,4.1495,4.1683,4.1022,9.7725,1.9645,1.9358,1.982,1.9751,1.9151,3.4913,4.6381,1.6887,1.4515,1.4979,0.4242,0.0901,0.0602,0.1084,0.0756,0.09,3.5044,4.6483,1.603,1.6055,1.4398,0.4024,0.0578,0.0961,0.1019,0.0591,0.0876,7.4
XINKOX,85.68,186.46,2.78,11,12.55,30.7,24,19.5,845.56,-4.2188,-3.1309,1.78,2.26,1.92,0.5209,-0.2013,-0.5142,-0.5534,2.487,3.0044,2.2894,2.0509,28.8079,7.1395,8.5287,8.4779,0.5179,0.7147,0.2678,3.1636,3.9543,1.2479,1.3985,1.3079,6.2471,12.4873,4.1747,4.1894,4.1233,9.7446,1.9312,1.9843,1.942,1.9266,1.9605,3.4706,4.6152,1.44,1.6688,1.5065,0.4283,0.0797,0.0865,0.091,0.0888,0.0823,3.5464,4.6879,1.5519,1.5062,1.6298,0.3191,0.0696,0.0477,0.0699,0.0556,0.0762,3.9
XIPNOC,85.02,186.17,2.42,6.75,13.1,28.7,18.4,11.9,677.93,-2.5677,-2.3166,1.98,1.96,1.89,0.3751,-0.248,-0.6065,-0.7041,1.8132,2.8938,2.0877,2.0104,28.7575,7.3,8.4991,8.5625,0.6211,0.4459,0.5152,3.1641,3.9996,1.3513,1.3966,1.2517,6.3781,12.451,4.1509,4.1839,4.1163,9.7959,1.9144,1.9715,1.98,1.9597,1.9703,3.5214,4.6696,1.5448,1.5137,1.6111,0.4156,0.0984,0.0769,0.0859,0.0715,0.0829,3.534,4.7876,1.5221,1.6775,1.588,0.3825,0.0811,0.0764,0.0748,0.0838,0.0664,22.3
XIPWEA,88.93,223.96,2.27,7.39,8.94,38.1,33.3,22.6,611.09,-4.2128,-3.5087,1.86,2.15,1.93,0.4729,-0.1949,-0.5402,-0.0517,2.6928,3.0356,2.153,3.1338,28.9291,7.1805,8.5357,7.0108,0.571,0.7591,0.389,3.1626,3.9491,1.2553,1.4004,1.2934,6.2446,12.5313,4.1907,4.1933,4.1472,9.7513,1.95,1.9943,1.8738,1.9414,1.9917,3.4985,4.6502,1.4662,1.7098,1.4743,0.3915,0.0995,0.0806,0.0591,0.0941,0.0581,3.1591,3.8007,1.3958,1.1941,1.2109,0.0918,0.0292,0.011,0.0185,0.0135,0.0195,-1.8
XIQBEF,62.52,155.36,2.16,7.39,15.69,24.1,14.3,9.3,781.01,-3.0919,0.2291,2.08,2.11,1.87,0.3754,-0.2587,-0.5797,-0.5782,1.6525,2.9193,1.9445,1.9285,28.8505,7.3268,8.5291,8.5313,0.6755,0.4379,0.3977,3.1609,4.0136,1.3851,1.4198,1.2087,6.4451,12.3619,4.1872,4.1189,4.0558,9.8176,1.9619,1.9563,1.9834,1.9251,1.991,3.5366,4.726,1.6439,1.4853,1.5968,0.3172,0.0899,0.0334,0.0636,0.0583,0.072,3.5392,4.7254,1.5397,1.6568,1.5289,0.3137,0.0733,0.0565,0.0571,0.0699,0.0569,14.5
XIQCEF,98.06,228.16,1.68,5.75,5.4,39.4,25.5,10.5,426.21,-3.0221,0.2836,2.03,2.01,1.93,0.268,-0.2402,-0.6176,-0.2071,1.7563,2.9522,1.9241,3.0223,28.7777,7.2761,8.4848,7.3106,0.6159,0.3998,0.4909,3.1664,3.9908,1.346,1.2577,1.387,6.3966,12.4934,4.1391,4.1886,4.1657,9.842,1.9664,1.9253,1.9746,1.9782,1.9975,3.5153,4.7411,1.5653,1.5517,1.6241,0.3612,0.0698,0.0447,0.0811,0.0548,0.1108,3.1863,3.9211,1.4397,1.0828,1.3986,0.0997,0.0244,0.0087,0.035,0.0105,0.0211,19.1
XIQMIU,85.87,191.43,1.66,8.06,8.87,30.5,20.8,14.3,569.7,-5.0236,-4.586,1.89,1.93,1.84,0.6507,-0.1772,-0.5544,-0.5457,2.4124,3.0544,2.0768,2.1237,28.6031,7.233,8.4579,8.5034,0.7753,0.645,0.5777,3.1749,3.9214,1.3581,1.3457,1.2176,6.2782,12.4428,4.1523,4.1544,4.136,9.6283,1.9837,1.9068,1.9886,1.8468,1.9025,3.5169,4.6161,1.5199,1.5919,1.5044,0.4214,0.0798,0.0671,0.1048,0.0531,0.1165,3.5189,4.6546,1.6153,1.489,1.5503,0.3721,0.0875,0.0532,0.0851,0.0504,0.0959,13.4
XIRHUD,77.73,172.61,1.74,5.85,5.91,32.5,21.7,11,448.6,-3.6169,-2.2044,1.94,2.26,1.99,0.4719,-0.2333,-0.5569,-0.3381,1.926,2.8949,2.076,2.9425,28.695,7.2675,8.5485,7.669,0.5039,0.4504,0.192,3.1798,3.9731,1.4009,1.38,1.1921,6.2984,12.3979,4.048,4.1697,4.1802,9.8318,1.974,1.9862,1.9733,1.9536,1.9447,3.4895,4.6747,1.4782,1.545,1.6515,0.3926,0.088,0.0688,0.07,0.1057,0.0601,3.1984,4.0782,1.2562,1.3015,1.5205,0.0614,0.0191,0.0099,0.0119,0.0176,0.0029,-5
XISREW,62.16,154.53,1.91,7.13,9.02,24.7,17,12.7,564.86,-3.2374,-0.9834,2.18,2.04,1.86,0.3827,-0.2594,-0.5526,-0.5892,1.635,2.9239,1.9722,1.9092,28.8497,7.3308,8.5161,8.5377,0.6823,0.3484,0.4854,3.1604,4.015,1.3946,1.4221,1.1984,6.4457,12.3557,4.1191,4.1658,4.0709,9.8158,1.926,1.9667,1.954,1.9953,1.9739,3.5422,4.7114,1.6595,1.4708,1.5811,0.299,0.0781,0.0376,0.0604,0.0536,0.0693,3.5275,4.7202,1.4872,1.6897,1.5432,0.3415,0.0874,0.0712,0.051,0.0721,0.0598,15.4
XISVEB,62.52,162.05,1.97,7.45,7.61,28.4,21.2,15.1,557.95,-3.1698,-1.736,2.08,2.12,1.86,0.3874,-0.2582,-0.5728,-0.5791,1.6719,2.9237,1.95,1.9189,28.8503,7.3259,8.5181,8.5197,0.6772,0.4553,0.3887,3.16,4.0139,1.3637,1.3862,1.264,6.4372,12.3591,4.1971,4.1139,4.0481,9.8163,1.9334,1.9809,1.9812,1.9355,1.9852,3.5346,4.7175,1.5174,1.6547,1.5454,0.3207,0.0772,0.0586,0.0549,0.0792,0.0508,3.5357,4.7138,1.6605,1.4859,1.5673,0.3297,0.0853,0.0486,0.0692,0.0565,0.07,16.9
XITGEO,63.12,157.1,1.78,6.45,8.81,24.1,14.1,9.3,503.46,-3.0711,-1.7465,2.1,2.06,1.86,0.379,-0.2579,-0.6123,-0.5961,1.6906,2.9167,1.9141,1.9456,28.8537,7.3264,8.5589,8.5486,0.6739,0.4223,0.4658,3.1601,4.0134,1.2508,1.3377,1.4249,6.4403,12.3693,4.1266,4.1263,4.1163,9.8114,1.9032,1.9803,1.9758,1.9657,1.9864,3.54,4.73,1.5725,1.5161,1.6414,0.3423,0.0593,0.0811,0.0753,0.0471,0.0795,3.5401,4.7285,1.5908,1.6391,1.4986,0.3275,0.0488,0.0789,0.0753,0.0483,0.0762,16.1
XITHEQ,81.37,227.45,2.53,10.28,5.51,46.5,34,18.9,652.14,-3.3494,-2.0393,2.1,1.99,1.92,0.2589,-0.2592,-0.0735,-0.229,1.9302,2.9427,3.0163,3.0021,28.8429,7.2806,6.9755,7.3347,0.6508,0.3819,0.5071,3.1677,4.0105,1.3594,1.3016,1.3495,6.416,12.486,4.1648,4.1667,4.1545,9.8392,1.963,1.9527,1.9839,1.9579,1.9816,3.1689,3.7809,1.2231,1.4391,1.1186,0.1238,0.014,0.028,0.0296,0.0187,0.0335,3.1382,4.0112,1.4195,1.1693,1.4224,0.0797,0.0162,0.0075,0.0261,0.0102,0.0197,37.5
XIVNEX,81.79,226.07,1.8,7.65,6.36,39.7,29,17,524.16,-3.3256,-2.0026,2.01,2.01,1.92,0.2063,-0.2671,-0.2724,-0.1302,1.8537,2.9486,3.0464,3.166,28.8263,7.2774,7.3197,7.1115,0.6464,0.4773,0.4206,3.1703,4.0155,1.4238,1.2727,1.3191,6.4357,12.5211,4.1735,4.1974,4.1501,9.8369,1.9599,1.9387,1.9779,1.9722,1.9882,3.1577,4.0324,1.4335,1.1787,1.4202,0.0824,0.0235,0.0079,0.0218,0.0109,0.0183,3.1579,3.8786,1.213,1.4553,1.2104,0.0936,0.0167,0.018,0.0246,0.0138,0.0204,29
XIVQOI,63.57,190.85,2.45,7.36,8.39,36.4,30.9,21.3,639.28,-3.3432,-0.6866,2.18,1.99,1.88,0.2976,-0.2632,-0.7999,-0.1995,1.6919,2.9473,1.9075,3.1541,28.8646,7.3009,8.6102,7.3156,0.6764,0.3044,0.5382,3.1633,4.0166,1.3944,1.3013,1.3209,6.4627,12.4137,4.1704,4.128,4.1153,9.826,1.9242,1.9475,1.9857,1.9742,1.9944,3.5649,4.7975,1.5661,1.7106,1.5208,0.4375,0.0899,0.0941,0.0902,0.0715,0.0919,3.1304,3.9884,1.406,1.3015,1.2809,0.0807,0.0111,0.0164,0.0194,0.012,0.0217,19.8
XIVWOR,94.76,195.19,1.92,8.29,8.97,39.5,31.8,23.2,664.71,-3.898,-2.2922,2.19,1.87,1.95,0.476,-0.2167,-0.5266,-0.5382,2.3372,2.959,2.0772,2.255,28.8812,7.1538,8.4581,8.4137,0.5326,0.2936,0.6208,3.1692,3.9657,1.2461,1.3991,1.3204,6.2491,12.4695,4.181,4.1623,4.1262,9.8055,1.9042,1.9729,1.9937,1.9474,1.9873,3.5248,4.6601,1.5194,1.5936,1.5471,0.3417,0.0534,0.0607,0.0844,0.0537,0.0895,3.4812,4.6296,1.5621,1.4527,1.6148,0.4273,0.0847,0.0854,0.0756,0.0859,0.0957,9.9
XIVWUX,94.3,201.77,2.37,8.71,8.92,40.3,34,26.5,718.94,-3.9161,-2.3325,2.19,1.87,1.94,0.4727,-0.2145,-0.5296,-0.5409,2.3532,2.9592,2.0643,2.2625,28.9066,7.1422,8.4605,8.4147,0.5513,0.286,0.6304,3.1666,3.9658,1.2444,1.3679,1.3535,6.2522,12.4731,4.138,4.2006,4.1345,9.8021,1.9628,1.9798,1.9322,1.9707,1.9566,3.5245,4.6601,1.488,1.5408,1.6313,0.3451,0.0715,0.0665,0.0697,0.0663,0.071,3.4792,4.6277,1.5519,1.6132,1.4626,0.4341,0.0913,0.0771,0.0994,0.0756,0.0906,11.7
XIWPAU,96.21,206.76,1.93,8.74,9.78,40,32.6,24.2,740.28,-3.9001,-2.3141,2.01,1.96,1.9,0.4714,-0.2429,-0.5449,-0.5165,1.9087,2.9693,2.0411,2.1393,28.7687,7.2592,8.4717,8.4537,0.6999,0.4158,0.4858,3.1653,3.9972,1.3785,1.35,1.2687,6.3273,12.4091,4.1949,4.0811,4.133,9.7922,1.9608,1.9319,1.9719,1.959,1.9687,3.5116,4.6726,1.527,1.5932,1.5524,0.3607,0.0758,0.0624,0.0821,0.0644,0.0761,3.4919,4.6667,1.4868,1.708,1.472,0.3579,0.0732,0.0892,0.0549,0.0844,0.0562,3
XIXLAT,84.83,186.47,3.06,6.21,8.44,32.8,24,15.7,569.76,-3.4554,-2.9553,1.93,1.99,1.88,0.4692,-0.2486,-0.71,-0.5526,2.0881,2.9241,1.8846,2.1039,28.753,7.3028,8.6486,8.4893,0.6663,0.5871,0.4941,3.1652,4.0014,1.2759,1.2914,1.4341,6.3562,12.439,4.1504,4.1179,4.1707,9.7357,1.9441,1.9553,1.9111,1.9779,1.9472,3.5273,4.7835,1.5941,1.5231,1.6663,0.3992,0.0873,0.0564,0.0844,0.0911,0.08,3.5196,4.6313,1.4132,1.6055,1.6126,0.4018,0.0787,0.054,0.1094,0.0586,0.1011,16.5
XIXTUU,82.56,219.3,1.89,6.59,6.29,36.8,24.9,11.7,448.8,-3.5984,-2.1532,1.96,2.09,1.89,0.3403,-0.2337,-0.5964,-0.0388,1.7773,2.9902,1.9946,3.1078,28.7457,7.2979,8.497,7.0612,0.6544,0.4649,0.3945,3.1628,3.9873,1.2852,1.4029,1.2991,6.3738,12.4518,4.1332,4.1406,4.1779,9.8341,1.936,1.9745,1.9706,1.9758,1.9772,3.508,4.7268,1.4836,1.5913,1.6519,0.3617,0.0781,0.0862,0.0575,0.0819,0.0579,3.1692,3.7518,1.3093,1.31,1.1325,0.1178,0.0135,0.0277,0.039,0.017,0.0207,21.9
XIYPIH,78.46,199.91,1.87,5.56,10.45,32.1,23,13.7,568.35,-3.9593,-2.662,2.11,1.99,1.88,0.3308,-0.2478,-0.5147,-0.1008,1.6655,2.9967,2.0979,3.1741,28.7341,7.3032,8.483,7.1786,0.6821,0.3027,0.4482,3.1625,4.0023,1.3789,1.2156,1.4078,6.4011,12.433,4.1293,4.2044,4.0993,9.8351,1.9535,1.9503,1.9597,1.9815,1.9901,3.5066,4.6354,1.5786,1.5267,1.5301,0.3728,0.0877,0.0622,0.0732,0.0677,0.0819,3.1399,3.8715,1.2304,1.3481,1.293,0.0894,0.0225,0.0136,0.0157,0.0173,0.0203,39.6
XOBPAI,89.19,194.36,2.02,8.63,10.73,34.2,25.1,17.8,704.36,-3.5203,-2.3313,1.97,1.91,1.91,0.4604,-0.2478,-0.6343,-0.6683,2.0042,2.938,1.9937,2.0476,28.7235,7.2777,8.5826,8.5267,0.6526,0.4328,0.5381,3.1668,4.0003,1.2574,1.3052,1.4377,6.3446,12.4366,4.1355,4.1276,4.1735,9.7584,1.9342,1.9742,1.9041,1.9816,1.9643,3.5106,4.6762,1.4876,1.5176,1.6711,0.4475,0.1021,0.0552,0.1102,0.0718,0.1082,3.505,4.7607,1.5817,1.4891,1.6898,0.4027,0.0771,0.0595,0.1017,0.0586,0.1059,27.6
XOCFAW,83.17,206.9,1.73,5.56,6.22,36,23.7,10.5,425.89,-3.5102,-2.4182,1.92,2,1.89,0.2268,-0.2571,-0.116,0.0762,2.0496,2.988,3.2607,2.9297,28.8367,7.2967,7.0933,7.0871,0.6753,0.5554,0.4567,3.1667,4.0083,1.4135,1.3594,1.2355,6.4248,12.5496,4.1522,4.186,4.2114,9.7988,1.9431,1.9699,1.9631,1.9535,1.9692,3.1585,3.861,1.2238,1.4091,1.2281,0.0965,0.0133,0.0182,0.0268,0.0125,0.0257,3.1502,3.6594,1.3324,1.0565,1.2705,0.1143,0.0265,0.012,0.0333,0.019,0.0236,42.8
XODWOF,85.51,199.28,1.7,7.09,10.83,31.6,22.3,14.9,593.85,-4.3539,-3.9796,1.98,2.04,1.85,0.4071,-0.2436,-0.5395,-0.1113,2.0357,2.9997,2.1281,3.205,28.7473,7.3208,8.4922,7.0778,0.7354,0.5242,0.4617,3.1689,3.9923,1.391,1.3393,1.262,6.3631,12.4581,4.1405,4.1627,4.1549,9.7718,1.9309,1.9706,1.961,1.91,1.9992,3.5204,4.6446,1.4472,1.6384,1.5591,0.3744,0.072,0.0763,0.0804,0.0636,0.0822,3.1653,3.8547,1.3349,1.2256,1.2942,0.0912,0.0204,0.0152,0.017,0.0108,0.0278,13.7
XOFJAG,77.92,221.83,2.29,7.5,12,36.8,30.1,18.8,718.19,-3.9489,-3.6213,2.12,2.05,1.89,0.3787,-0.2368,-0.0237,-0.5702,1.7526,3.0361,3.1434,2.0884,28.7346,7.2883,7.0758,8.5253,0.7149,0.3921,0.3986,3.1635,3.9915,1.3677,1.205,1.4188,6.3945,12.4069,4.1327,4.1476,4.1266,9.8199,1.9582,1.9545,1.9581,1.9527,1.9964,3.1528,3.7527,1.1861,1.4555,1.1111,0.1182,0.0145,0.0296,0.0281,0.0175,0.0285,3.5154,4.6893,1.5162,1.5065,1.6665,0.3655,0.0809,0.0559,0.0891,0.0551,0.0845,21.7
XOFSOD,80.66,189.27,1.94,7.49,8.18,31.6,22.5,13.2,533.31,-4.3292,-3.373,2.01,2.07,1.86,0.3896,-0.2583,-0.0563,-0.5059,1.8313,2.9907,3.2537,2.1253,28.6965,7.3262,7.0402,8.4985,0.7237,0.4642,0.3406,3.1658,4.0106,1.3999,1.3348,1.2759,6.3853,12.4328,4.1612,4.1455,4.1262,9.7923,1.9416,1.9717,1.9725,1.9222,1.9844,3.1576,3.8067,1.2598,1.3508,1.1961,0.0921,0.0097,0.0236,0.0265,0.0132,0.019,3.505,4.6209,1.4621,1.4896,1.6692,0.3799,0.078,0.0739,0.0675,0.072,0.0887,24.1
XOFYAS,84.19,186.82,1.54,5.77,8.1,28.9,18.9,12.4,500.43,-4.3038,-3.8855,1.93,1.97,1.85,0.5578,-0.2257,-0.5396,-0.5714,2.2003,2.994,2.1255,2.101,28.6672,7.2875,8.473,8.5049,0.7259,0.58,0.518,3.1696,3.9747,1.382,1.3975,1.1952,6.3135,12.4324,4.149,4.1624,4.1209,9.6963,1.9609,1.9499,1.9822,1.8544,1.9489,3.5144,4.6338,1.4828,1.6484,1.5027,0.3913,0.0624,0.0653,0.1022,0.0482,0.1132,3.5234,4.6732,1.5882,1.4924,1.5926,0.3748,0.0818,0.0538,0.0904,0.0509,0.098,14.5
XOHBOO,86.84,184.88,1.52,7.05,7.57,31.5,21.9,13.5,518.26,-3.8189,-2.6183,2.01,2.02,1.9,0.4478,-0.2476,-0.6027,-0.4901,1.7569,2.9676,2.1123,2.0251,28.7394,7.2982,8.5175,8.4687,0.6872,0.4374,0.3742,3.165,4.0017,1.3998,1.4205,1.1814,6.3594,12.3937,4.1676,4.1468,4.0793,9.7991,1.9181,1.9738,1.9685,1.9781,1.9607,3.5075,4.7233,1.5392,1.6072,1.5769,0.3719,0.0728,0.0574,0.0882,0.0562,0.0973,3.4943,4.6216,1.4498,1.6058,1.566,0.3742,0.0516,0.0726,0.0993,0.0606,0.0901,18
XOHKOU,88.27,200.68,1.77,11.91,8.05,31.7,25.2,19.3,798.94,-3.3378,-2.0295,2,1.96,1.91,0.431,-0.2506,-0.6554,-0.6763,1.8356,2.929,1.9358,2.0306,28.791,7.2917,8.601,8.5426,0.6615,0.4279,0.5143,3.1676,4.0019,1.3611,1.2145,1.4263,6.3645,12.4156,4.1758,4.1026,4.1372,9.7889,1.9535,1.951,1.9631,1.9655,1.9559,3.5039,4.7024,1.5458,1.5677,1.5889,0.4491,0.0833,0.0607,0.1187,0.0628,0.1236,3.508,4.7598,1.5433,1.5489,1.6677,0.4085,0.0732,0.0711,0.0993,0.0699,0.0949,14.8
XOHMUC,82.32,198.07,2.72,5.92,9.78,33.3,23.9,15.9,591.53,-4.6346,-3.787,1.91,2,1.86,0.4687,-0.2297,-0.6668,0.2208,2.1654,3.0728,2.1687,3.2557,28.6661,7.2546,8.5667,6.9699,0.7062,0.5481,0.5267,3.1621,3.9858,1.298,1.339,1.3487,6.3566,12.4611,4.1672,4.1968,4.097,9.7137,1.9081,1.942,1.9758,1.9729,1.9148,3.5075,4.7045,1.4981,1.6281,1.5783,0.4548,0.0959,0.0893,0.08,0.0838,0.1058,3.1348,3.5057,1.1126,1.0851,1.308,0.1387,0.03,0.0134,0.0465,0.0159,0.0329,11.8
XOKJOZ,101.54,204.04,2.44,8.66,8.1,40.6,28.7,20.5,703.55,-4.1616,-3.6559,1.9,2.03,1.94,0.5813,-0.1984,-0.5878,-0.4786,2.6603,2.9794,2.1027,2.1476,28.9003,7.143,8.4986,8.4173,0.5643,0.6776,0.4696,3.1651,3.9514,1.281,1.2849,1.3855,6.2226,12.4786,4.1161,4.213,4.1496,9.7176,1.9848,1.9771,1.9675,1.9589,1.8293,3.4932,4.6747,1.5591,1.5884,1.5273,0.4198,0.0983,0.0615,0.0932,0.0747,0.0922,3.5052,4.6066,1.514,1.4441,1.6485,0.3668,0.057,0.1054,0.0529,0.0997,0.0517,1.4
XOKSAR,81.41,178.74,1.87,10.26,7.52,35.3,24.2,14.6,598.1,-4.0156,-1.5006,2.23,1.95,1.9,0.3693,-0.2436,-0.641,-0.4242,1.8911,3.0588,2.0317,2.9898,28.8375,7.2071,8.5117,7.5945,0.7053,0.2461,0.5582,3.1633,3.9996,1.3622,1.3421,1.2952,6.3891,12.4144,4.2489,4.0988,4.0667,9.8271,1.9789,1.978,1.987,1.8921,1.9911,3.5298,4.6955,1.4968,1.6358,1.5629,0.4156,0.0761,0.0693,0.1154,0.0514,0.1034,3.2692,4.0896,1.3066,1.5316,1.2513,0.0654,0.0111,0.0143,0.0215,0.0088,0.0096,12.6
