Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
AFEZER,80.22,176.29,3.22,7.11,7.77,35.3,29.2,20.8,631.77,-3.0678,-0.2442,1.9,2.28,1.88,0.3559,-0.2534,-0.8549,-0.4863,1.6886,2.9582,1.8885,2.0101,28.8663,7.26,8.6151,8.4405,0.6712,0.662,0.2171,3.1616,4.0084,1.3766,1.3863,1.2455,6.4508,12.4127,4.154,4.1717,4.087,9.7806,1.8739,1.9907,1.9804,1.9743,1.9613,3.5329,4.8537,1.6456,1.6738,1.5343,0.4683,0.09,0.0965,0.1078,0.093,0.0811,3.517,4.6224,1.485,1.5081,1.6293,0.3469,0.072,0.0642,0.071,0.0538,0.0859,47.2
AFEZES,83,250.18,2.46,9.98,8.95,48.9,41.9,28.8,748.11,-3.5575,-2.1565,2.2,1.98,1.89,0.348,-0.239,-0.6173,-0.0337,1.8749,2.9768,2.0349,3.4397,28.8494,7.2276,8.4989,7.0742,0.6997,0.2886,0.5443,3.1601,3.9977,1.2561,1.3162,1.4254,6.4221,12.4171,4.0992,4.1998,4.118,9.8128,1.9229,1.9812,1.96,1.9655,1.9832,3.5426,4.7357,1.537,1.5221,1.6765,0.3391,0.0767,0.0578,0.0698,0.0614,0.0733,3.146,3.7544,1.3095,1.2949,1.15,0.1333,0.0164,0.0287,0.0332,0.0217,0.0334,43.5
AFIGOO,82.04,177.35,1.54,3.35,6.14,27.7,15.5,6.5,382.1,-3.1048,-1.3733,2,2.11,1.89,0.3931,-0.2531,-0.5448,-0.5735,1.6279,2.9141,2.0128,2.071,28.7397,7.3194,8.4853,8.4831,0.6616,0.4285,0.3396,3.1634,4.0066,1.4046,1.4176,1.1844,6.3934,12.3917,4.1737,4.1454,4.0725,9.8218,1.9363,1.9503,1.9635,1.9894,1.9823,3.5096,4.6971,1.639,1.5377,1.5204,0.3381,0.078,0.0574,0.0662,0.0711,0.0655,3.53,4.7007,1.5268,1.6601,1.5138,0.3428,0.0825,0.0686,0.0539,0.084,0.0537,36.8
AFLATC,92.92,189.2,1.52,8.83,8.89,32,20.6,13.4,612.06,-3.8597,-2.7395,1.95,2.14,1.9,0.4609,-0.227,-0.5439,-0.4659,1.7814,3.0439,2.1749,2.1184,28.793,7.2071,8.4584,8.4207,0.6964,0.5307,0.312,3.1632,3.9824,1.2348,1.3616,1.386,6.3357,12.3917,4.0371,4.2122,4.1424,9.8118,1.9691,1.9835,1.9359,1.9584,1.9649,3.5025,4.6781,1.4789,1.5924,1.6069,0.3633,0.0922,0.0767,0.0472,0.0959,0.0513,3.5075,4.6178,1.4594,1.62,1.5383,0.3406,0.0794,0.0912,0.0419,0.087,0.0411,32.1
AFOFEG,82.14,253.83,1.8,15.17,6.44,41.6,33.3,19.9,775.73,-3.6612,-2.6166,2.11,2,1.9,0.2564,-0.2568,-0.1302,-0.1474,1.8861,2.9174,3.1251,3.2644,28.8337,7.2967,7.1211,7.1328,0.694,0.3608,0.5176,3.1667,4.0089,1.3072,1.4112,1.2906,6.4187,12.4807,4.1102,4.2166,4.1539,9.8443,1.9486,1.9721,1.9599,1.9609,2.0028,3.1675,3.8723,1.2947,1.2016,1.3759,0.0904,0.0228,0.0084,0.0273,0.0109,0.0211,3.165,3.8908,1.3036,1.3581,1.2292,0.0916,0.0136,0.017,0.0216,0.0128,0.0266,38
AFOLUD,81.78,220.15,2.23,5.96,8.76,37.8,27.2,15.1,543.17,-3.9789,-2.8683,2.02,2,1.96,0.4583,-0.2148,0.0136,-0.614,2.4477,2.9976,3.1488,2.1264,28.8784,7.1683,6.9692,8.5469,0.5672,0.5573,0.4946,3.1686,3.9647,1.3743,1.2146,1.3758,6.2758,12.4921,4.1609,4.2019,4.1293,9.7738,1.9512,1.9762,1.977,1.917,1.9524,3.1506,3.714,1.1659,1.4337,1.1144,0.1218,0.0193,0.0279,0.0254,0.0203,0.0288,3.5138,4.691,1.5481,1.531,1.612,0.4092,0.0898,0.071,0.0903,0.0709,0.0872,28.5
AFUHUG,78.94,173.1,1.65,8.33,9.25,29.5,18.2,11.1,559.59,-3.8781,-2.7948,2.21,2,1.89,0.3555,-0.2486,-0.3273,-0.6507,1.5471,2.9833,2.7129,2.1017,28.7129,7.2921,7.6437,8.6406,0.6812,0.2432,0.4638,3.1622,4.0044,1.2904,1.3849,1.3291,6.4076,12.3992,4.0798,4.1744,4.1449,9.8378,1.9497,1.9815,1.9611,1.964,1.9815,3.2235,4.0231,1.3885,1.1972,1.4374,0.0807,0.025,0.0116,0.0072,0.0123,0.0245,3.4997,4.7229,1.5204,1.6485,1.554,0.4281,0.0852,0.0945,0.0919,0.0864,0.0702,37.8
AFUMUM,74.28,226.62,2.42,9.84,8.95,43.4,31,17.9,671.31,-3.7063,-2.4893,2.16,2.21,1.95,0.4259,-0.232,-0.6041,-0.0492,1.6603,2.9723,2.022,2.9714,28.7029,7.2641,8.5244,7.0708,0.638,0.2734,0.3182,3.1709,3.982,1.3888,1.3946,1.1985,6.3374,12.3946,4.1349,4.1347,4.1249,9.8421,1.9285,1.9851,1.9711,1.9748,1.9826,3.5266,4.7116,1.5417,1.4919,1.678,0.3659,0.0743,0.05,0.086,0.0532,0.1024,3.1759,3.7601,1.2131,1.4591,1.0879,0.1131,0.0125,0.0268,0.0308,0.0161,0.0269,40.9
AFUQAU,86.9,219.81,2.11,11.05,7.99,31,24.9,19.4,754.64,-2.0087,-0.4311,1.98,1.96,1.88,0.3389,-0.2365,-0.7289,-0.7781,1.8277,2.8742,2.0084,1.8975,28.792,7.2578,8.5866,8.6159,0.5969,0.5137,0.5017,3.1613,3.9881,1.2979,1.3707,1.3195,6.3887,12.4803,4.1379,4.1888,4.1537,9.7921,1.901,1.9616,1.9811,1.9794,1.969,3.5463,4.7987,1.5601,1.6227,1.6159,0.3839,0.071,0.0708,0.085,0.0807,0.0764,3.5441,4.8109,1.6262,1.4831,1.7016,0.4231,0.0965,0.0623,0.0938,0.0763,0.0943,43.5
AFUROL,86.74,229.45,1.93,8.43,7.45,38.7,27.1,15.2,535.55,-3.5083,-2.2045,1.96,1.96,1.89,0.3547,-0.2384,-0.7291,-0.1263,2.1024,2.9668,2.0291,3.2367,28.8256,7.2907,8.5683,7.0728,0.6575,0.5795,0.5159,3.164,3.9914,1.2766,1.3002,1.4146,6.3666,12.4934,4.1617,4.1967,4.135,9.7853,1.9726,1.9059,1.97,1.9918,1.945,3.5364,4.8021,1.5018,1.6679,1.6324,0.3906,0.0934,0.0776,0.0561,0.0986,0.0649,3.15,3.8817,1.2394,1.2216,1.4208,0.0946,0.0185,0.0159,0.0231,0.012,0.0251,45.1
AFUTDZ10,70.53,158.34,2.23,4.7,7.92,24.8,16.8,10.5,464.79,-4.2479,-2.5506,2.99,1.86,1.87,0.2963,-0.2837,0.1507,-0.3728,1.6452,2.9545,2.8106,3.2227,28.7515,7.3041,7.0459,7.5619,0.7169,0,0.6606,3.1694,4.0356,1.4286,1.2294,1.3776,6.5495,12.3775,4.162,4.0602,4.1553,9.7767,1.9643,1.906,1.9648,1.9692,1.9724,3.223,3.4968,1.3189,1.0909,1.087,0.1296,0.0192,0.0259,0.032,0.0213,0.0312,3.2189,4.0883,1.4245,1.2494,1.4144,0.0656,0.0166,0.0053,0.0194,0.011,0.0133,52.4
AFUVOM,62.79,186.91,1.87,8.78,9.25,31.7,24.8,17.7,600.44,-3.2632,-1.7221,1.99,2.18,1.86,0.4019,-0.2583,-0.6374,-0.5539,1.7514,2.9447,1.9008,2.0002,28.9102,7.3078,8.5739,8.5094,0.7039,0.5638,0.3668,3.1593,4.0147,1.2676,1.3136,1.4334,6.4308,12.3636,4.0732,4.1704,4.12,9.8036,1.9212,1.9746,1.968,1.9702,1.9697,3.5181,4.7155,1.5855,1.513,1.6171,0.4038,0.0703,0.0888,0.0881,0.0596,0.097,3.5363,4.6901,1.5411,1.644,1.505,0.3276,0.0457,0.0672,0.0786,0.0465,0.0896,44.7
AFUWED,80.33,227.47,2.47,7.79,9.74,39.4,30.8,20.1,653.98,-3.7099,-2.9436,2.06,2.01,1.89,0.3914,-0.2483,-0.0206,-0.6351,1.9029,2.9356,3.2681,2.0911,28.7185,7.2661,7.1122,8.5559,0.677,0.4544,0.4435,3.1642,4.0031,1.2753,1.3922,1.3356,6.3777,12.4328,4.1102,4.1915,4.1311,9.7981,1.9378,1.9554,1.9474,1.9773,1.9801,3.1563,3.7451,1.2433,1.3475,1.1543,0.1192,0.0148,0.0294,0.024,0.0246,0.0263,3.5166,4.7155,1.5343,1.5135,1.6677,0.4029,0.0927,0.0704,0.0931,0.0618,0.0849,35.1
AGAKIE,94.86,198.51,1.81,8.41,8.52,34.4,26.9,19.8,620.87,-3.7637,-2.4887,2.03,2.03,1.92,0.4777,-0.2313,-0.5318,-0.5542,1.8541,3.0264,2.1691,2.135,28.7648,7.2214,8.4356,8.497,0.693,0.4299,0.4172,3.1646,3.9854,1.2313,1.3514,1.4026,6.3017,12.405,4.0611,4.183,4.1608,9.8155,1.9679,1.9714,1.9135,1.9625,2.0002,3.5112,4.6546,1.4925,1.578,1.5841,0.366,0.103,0.071,0.0465,0.1014,0.0442,3.5099,4.6462,1.5058,1.6226,1.5179,0.3981,0.0964,0.087,0.0542,0.1012,0.0593,28.9
AGAMUS,83.1,220.26,2.04,8.54,7.71,39.2,28.1,17,549.03,-4.4135,-3.7837,1.96,2.07,1.87,0.4719,-0.2364,-0.5865,0.0423,2.077,3.0014,2.1529,3.2407,28.6829,7.2582,8.5101,7.0024,0.7142,0.4898,0.4554,3.1608,3.9945,1.368,1.2475,1.379,6.3401,12.4275,4.1796,4.1478,4.1001,9.7605,1.951,1.9743,1.9898,1.8767,1.9686,3.5111,4.7021,1.6294,1.4836,1.5891,0.3733,0.0886,0.054,0.0811,0.0547,0.095,3.1525,3.6807,1.1376,1.3301,1.2131,0.1244,0.0248,0.022,0.0268,0.0275,0.0234,34.3
AGEMIK,78.68,177.33,1.82,8.24,9.84,33.3,24.5,15.1,629.22,-4.1729,-2.4601,2.18,2,1.9,0.415,-0.2516,-0.3241,-0.561,1.6014,3.0194,2.88,2.0386,28.6596,7.2686,7.6802,8.5201,0.6876,0.1998,0.4193,3.1651,4.0066,1.2958,1.3549,1.3558,6.3976,12.3718,4.194,4.1045,4.0732,9.8156,1.919,1.9878,1.9776,1.9586,1.9727,3.1783,4.0836,1.4618,1.3117,1.3102,0.0622,0.0097,0.0158,0.0167,0.0058,0.0142,3.4886,4.6819,1.478,1.6015,1.6023,0.3906,0.0785,0.0672,0.098,0.0643,0.0825,35.2
AGENOS,84.73,217.56,2.51,7.61,8.73,36.4,27,19.7,634.36,-4.5003,-3.303,2.18,1.83,1.93,0.4285,-0.2071,-0.5909,-0.0562,2.6472,3.0375,2.0687,3.3894,28.8924,7.1341,8.4783,7.2544,0.5709,0.299,0.8317,3.1633,3.9616,1.321,1.3233,1.3173,6.2851,12.5513,4.1766,4.227,4.1477,9.7351,1.9544,1.9884,1.9379,1.8845,1.9699,3.5364,4.6802,1.5148,1.5169,1.6486,0.3742,0.0829,0.0702,0.0745,0.065,0.0815,3.1268,3.8279,1.2695,1.3655,1.1929,0.1015,0.0147,0.0206,0.0257,0.0189,0.0216,25.7
AGEPEK,84.74,216.58,1.72,8.65,8.17,36.3,24.6,15.1,559.62,-4.6056,-3.3453,2.22,1.83,1.93,0.4324,-0.2069,-0.556,-0.0552,2.6324,3.0416,2.0726,3.3971,28.8777,7.1372,8.4496,7.2429,0.5759,0.2677,0.8344,3.1629,3.9617,1.3281,1.3269,1.3067,6.2899,12.546,4.1777,4.2223,4.146,9.7316,1.9595,1.9843,1.9319,1.8825,1.9734,3.542,4.6775,1.513,1.5289,1.6357,0.3364,0.0778,0.0561,0.067,0.0656,0.0699,3.1267,3.8262,1.2785,1.3525,1.1952,0.1022,0.0153,0.0208,0.0238,0.0196,0.0227,25.7
AGEQAE,79.01,176.49,3.42,8.21,7.44,34.6,30,22.4,651.62,-3.1795,-0.8437,1.89,2.29,1.87,0.3767,-0.2569,-0.8425,-0.4748,1.679,2.9633,1.8982,2.0707,28.8434,7.283,8.6337,8.4575,0.681,0.6498,0.1987,3.1602,4.013,1.3984,1.386,1.2287,6.4443,12.3979,4.1682,4.1452,4.0845,9.7811,1.8777,1.9907,1.9793,1.9599,1.9736,3.528,4.8375,1.6955,1.642,1.5,0.4769,0.1,0.0907,0.1167,0.084,0.0856,3.5169,4.6149,1.4876,1.5049,1.6225,0.3429,0.0704,0.0546,0.0697,0.0571,0.0911,46.1
AGESOX,82.74,186.13,1.73,5.3,8.46,30.6,21.4,12.4,487.22,-4.3252,-3.8322,2.06,1.95,1.85,0.4094,-0.2482,-0.108,-0.6056,1.9861,2.9882,3.176,2.1681,28.6866,7.3245,7.033,8.5061,0.7273,0.4206,0.5033,3.1686,3.9974,1.4037,1.3452,1.2484,6.3697,12.455,4.1393,4.1617,4.154,9.7659,1.9383,1.972,1.9643,1.8906,2.0008,3.171,3.8417,1.2959,1.2117,1.3341,0.0954,0.0233,0.0125,0.0217,0.0113,0.0266,3.5174,4.6712,1.4631,1.6662,1.5419,0.417,0.0793,0.078,0.0946,0.0689,0.0962,32.5
AGEXER,69.36,159.6,1.66,6.59,5.28,28.7,21.2,10.8,443.2,-4.1759,-1.4608,1.84,3.09,1.85,0.3935,-0.2677,-0.6234,-0.3626,1.5019,2.9832,2.0338,3.0302,28.6935,7.2831,8.5623,7.5772,0.7202,0.5425,0,3.161,4.0249,1.3161,1.3086,1.4003,6.4881,12.3401,4.2007,4.0921,4.0473,9.7783,1.8906,1.9884,1.9889,1.9345,1.9759,3.4825,4.7638,1.5815,1.5881,1.5942,0.3771,0.0785,0.0609,0.0706,0.0818,0.0853,3.1889,4.1174,1.5785,1.2448,1.2941,0.0563,0.0116,0.0039,0.0131,0.0054,0.0222,44.6
AGIDOM,79.95,175.46,1.83,5.71,8.53,29.6,20.8,12.7,524.92,-3.9301,-2.4664,1.93,2.27,1.89,0.3367,-0.2639,-0.0545,-0.4876,1.7267,2.9464,3.2029,2.0582,28.7783,7.3098,6.964,8.4616,0.7025,0.5676,0.2129,3.1662,4.0179,1.3399,1.376,1.302,6.4433,12.4109,4.1446,4.1551,4.1112,9.8091,1.9259,1.9788,1.9729,1.9531,1.9785,3.1597,3.7658,1.2546,1.2865,1.2248,0.1289,0.0195,0.0213,0.0306,0.0165,0.0409,3.5215,4.6313,1.5042,1.581,1.546,0.3349,0.0769,0.0641,0.06,0.0594,0.0745,39.8
AGIGUV,78.76,197.91,2.31,9.61,10.64,34.6,26.4,16,741.48,-3.2231,-1.994,1.96,2.25,1.91,0.3212,-0.26,-0.1905,-0.594,1.6612,2.937,2.9723,2.0903,28.838,7.2791,7.326,8.4954,0.658,0.5899,0.2145,3.1686,4.0109,1.3353,1.4351,1.2405,6.4648,12.4097,4.1603,4.1326,4.1168,9.8043,1.9531,1.9082,1.9642,1.9811,1.9976,3.1384,3.9769,1.4106,1.2408,1.3255,0.0751,0.0145,0.0105,0.0167,0.0104,0.0231,3.5394,4.6884,1.4917,1.6649,1.5318,0.3662,0.0892,0.0702,0.0526,0.0991,0.0552,37
AGIHEF,84.09,193.88,1.52,8.35,5.33,42.1,32.1,18.3,539.35,-3.8865,-2.6311,2.36,1.87,1.86,0.4909,-0.2446,-0.4271,-0.5398,2.0627,3.0057,2.0931,2.0548,28.8346,7.2565,8.3804,8.3923,0.717,0.1566,0.6043,3.1595,4.0034,1.3524,1.3571,1.2939,6.3701,12.3936,4.2209,4.1009,4.0718,9.7454,1.9315,1.985,1.9698,1.8897,1.9695,3.5229,4.5857,1.5252,1.5708,1.4897,0.3184,0.038,0.07,0.0951,0.0392,0.0761,3.4953,4.6769,1.6691,1.5191,1.4887,0.3676,0.0593,0.0828,0.0774,0.0658,0.0823,41.4
AGIREQ,77.03,188.74,1.72,9.87,7.36,35.5,29.3,19.6,672.62,-3.2639,-1.8169,1.93,2.26,2.01,0.4611,-0.23,-0.5792,-0.3492,1.8837,2.8829,2.0493,2.9159,28.7205,7.2374,8.5472,7.6722,0.4762,0.4547,0.191,3.1843,3.9654,1.3855,1.3352,1.2448,6.2963,12.394,4.0491,4.1623,4.1827,9.8485,1.9667,1.9869,1.9764,1.9494,1.9691,3.4844,4.6763,1.5121,1.5453,1.6189,0.4185,0.0916,0.0622,0.098,0.0891,0.0777,3.2038,4.0838,1.2426,1.2633,1.5778,0.0616,0.0163,0.0079,0.012,0.0193,0.0061,29.5
AGISAN,87.43,235.49,2.68,8.64,4.9,56.2,44.1,25.6,672.5,-4.9693,-2.5688,1.82,2.34,1.9,0.425,-0.1826,-0.1667,-0.3865,3.2628,3.0671,3.1327,2.9146,29.24,7.0622,7.1483,7.6769,0.6292,0.745,0.1457,3.1569,3.9432,1.1919,1.3989,1.3524,6.2418,12.585,4.2162,4.2027,4.1661,9.7482,1.8107,1.9627,1.9802,1.9816,2.013,3.1658,3.8983,1.2012,1.2179,1.4792,0.1025,0.0228,0.0256,0.0161,0.0254,0.0125,3.206,4.1225,1.2529,1.2883,1.5812,0.058,0.017,0.0092,0.0105,0.0176,0.0036,9.9
AGODOR,82.01,180.54,2.46,9.98,13.53,28.3,19.8,14.5,793.53,-3.9475,-2.9688,2.22,1.85,1.94,0.4928,-0.2109,-0.4449,-0.5657,2.1819,2.974,2.0718,2.2107,28.7282,7.1585,8.4534,8.6083,0.515,0.2417,0.5063,3.1666,3.9614,1.1765,1.4056,1.3794,6.2561,12.4671,4.1635,4.1924,4.1111,9.7841,1.8735,1.979,1.9577,1.978,1.9958,3.5208,4.594,1.4505,1.4857,1.6579,0.3301,0.0537,0.0348,0.0857,0.0454,0.1106,3.4807,4.664,1.5056,1.6525,1.5059,0.421,0.0595,0.0667,0.1171,0.0585,0.1193,23
AGOLOY,66.07,192.39,2,8.64,6,34.8,30.3,21,644.87,-2.5753,-1.2721,1.99,2.02,1.88,0.1572,-0.2615,-0.2804,-0.2454,1.8638,2.9117,2.7863,2.9662,28.9004,7.2969,7.206,7.2109,0.6284,0.47,0.3956,3.1635,4.0131,1.4291,1.393,1.191,6.4716,12.5281,4.2119,4.2439,4.0723,9.8431,1.9644,1.9873,1.97,1.9945,1.9269,3.1785,4.0248,1.2068,1.4088,1.4091,0.0771,0.0241,0.0132,0.0094,0.0229,0.0076,3.1511,4.0148,1.2661,1.367,1.3817,0.0795,0.0201,0.0158,0.0101,0.0234,0.0101,39.6
AGOQEU01,84.5,185.49,3.06,5.83,9.93,29.5,22.4,16.3,615.1,-2.2323,-0.9895,1.98,1.96,1.88,0.3465,-0.2446,-0.6768,-0.7843,1.7779,2.8788,2.0822,1.971,28.7726,7.285,8.5144,8.6278,0.604,0.4597,0.5014,3.162,3.9966,1.2389,1.3681,1.3897,6.394,12.4661,4.1254,4.1753,4.1654,9.7934,1.9174,1.9432,1.9682,1.9759,1.9887,3.5266,4.7274,1.5181,1.6264,1.5829,0.4228,0.0756,0.08,0.1032,0.0841,0.08,3.5364,4.8037,1.588,1.5113,1.7045,0.4442,0.097,0.0718,0.0911,0.0835,0.1009,45.1
AGOSUM,81.28,202.72,1.88,5.61,8.79,35.2,25.1,15.1,527.42,-3.8178,-2.5705,2.02,2.04,1.9,0.248,-0.2691,-0.1241,-0.118,1.8445,2.9619,3.1525,3.1178,28.7671,7.3129,7.1511,7.1278,0.6844,0.4546,0.4026,3.1691,4.0188,1.4113,1.3467,1.2609,6.4298,12.4979,4.1398,4.1915,4.1666,9.8244,1.9382,1.9727,1.9673,1.9472,1.9989,3.155,3.8761,1.2503,1.4196,1.2062,0.093,0.0128,0.0196,0.026,0.0137,0.0208,3.1537,3.8709,1.2987,1.204,1.3682,0.0934,0.0227,0.0105,0.0249,0.0118,0.0236,35.2
AGUCUC,91.79,193.26,2.06,9.9,6.06,38.3,27.9,17,566.1,-2.932,-0.9326,1.91,2.15,1.88,0.362,-0.2451,-0.8526,-0.6593,1.8568,2.9222,1.8341,1.9959,28.8727,7.2765,8.5332,8.4854,0.6576,0.6598,0.2869,3.1618,3.9996,1.2634,1.4314,1.3048,6.4227,12.4353,4.1093,4.1372,4.1888,9.78,1.9766,1.8933,1.9725,1.9749,1.9627,3.5555,4.8985,1.7248,1.5226,1.651,0.3986,0.0848,0.0733,0.098,0.0462,0.0963,3.5373,4.7264,1.4741,1.5369,1.7154,0.3955,0.0935,0.0837,0.05,0.1132,0.0551,42
AGUJAO,78.54,204.88,1.91,6.02,7.83,35.4,26.5,14.2,509.76,-3.9627,-2.2898,2.29,1.95,1.89,0.2671,-0.2651,-0.0709,-0.1616,1.733,2.9551,3.0441,3.2972,28.7705,7.3029,7.0783,7.1294,0.6833,0.2182,0.5666,3.1673,4.0172,1.3549,1.2317,1.4306,6.4537,12.4468,4.1558,4.1419,4.1492,9.8324,1.9687,1.9286,1.973,1.9627,1.9994,3.1811,3.7741,1.3101,1.3361,1.1279,0.1158,0.0169,0.0233,0.0312,0.0226,0.0218,3.159,3.908,1.3301,1.2155,1.3624,0.0945,0.0234,0.012,0.0216,0.0117,0.0259,35.3
AHICIF,77.75,173.63,1.62,4.49,8.63,27.3,16.7,9.2,449.36,-3.5471,-1.7231,2.29,1.91,1.9,0.2452,-0.2663,-0.6249,-0.384,1.7314,2.9148,2.0131,2.7982,28.8613,7.2931,8.5317,7.6416,0.6718,0.2197,0.6915,3.1682,4.0172,1.4225,1.3013,1.2933,6.4958,12.4552,4.1678,4.1298,4.1575,9.8038,1.9381,1.9208,1.9711,1.9837,1.9901,3.5504,4.7346,1.5191,1.6614,1.5541,0.3399,0.0617,0.0674,0.0753,0.0657,0.0698,3.2451,4.0575,1.5169,1.1168,1.4239,0.0814,0.0219,0.007,0.0152,0.0101,0.0271,43.9
AHIJEH,86.27,216.55,2.63,6.9,9.13,40.1,29.3,18.7,645.01,-4.3715,-3.073,2.14,1.88,1.94,0.4283,-0.2078,-0.5735,0.2247,2.669,3.0293,2.0656,3.358,28.9586,7.1448,8.4767,7.1089,0.5838,0.351,0.8356,3.1648,3.9606,1.2136,1.4024,1.3447,6.2772,12.5405,4.1991,4.1992,4.1421,9.754,1.9112,1.9933,1.9394,1.9086,2.0015,3.5364,4.6811,1.502,1.5134,1.6657,0.356,0.0736,0.0545,0.0741,0.0632,0.0906,3.0951,3.5371,1.2509,1.1965,1.0898,0.143,0.0172,0.0285,0.042,0.0214,0.034,26.5
AHIMUA,81.59,202.23,2.15,9.06,7.62,35,26.1,18.6,648.3,-4.0124,-2.8555,2.03,2.06,1.89,0.2639,-0.267,-0.111,-0.1034,1.851,2.9867,3.1878,3.1575,28.7557,7.3069,7.1437,7.1339,0.6962,0.4522,0.3891,3.1691,4.017,1.4032,1.3614,1.2525,6.4237,12.4905,4.149,4.1894,4.1521,9.8219,1.9342,1.9806,1.9685,1.9458,1.9928,3.1532,3.8643,1.2575,1.405,1.2018,0.0935,0.0134,0.0198,0.0254,0.0148,0.02,3.1516,3.8576,1.2927,1.2025,1.3624,0.0942,0.0229,0.0111,0.0243,0.0119,0.0241,34.4
AHMVAL,49.45,135.09,2.2,6.3,7.26,21.9,18,12.3,492.71,-4.0789,-0.1026,2.94,1.87,1.85,0.3852,-0.2704,-0.5191,-0.6379,1.4616,2.9409,2.032,1.9862,28.6968,7.3003,8.423,8.5635,0.6976,0,0.5573,3.1599,4.0279,1.3429,1.4058,1.2792,6.5143,12.3285,4.1091,4.1508,4.0686,9.772,1.8991,1.9661,1.9541,1.9804,1.9723,3.5446,4.7176,1.6081,1.5218,1.5877,0.2569,0.0539,0.0332,0.063,0.034,0.0729,3.4913,4.7485,1.5467,1.7069,1.4949,0.3981,0.0786,0.1009,0.0805,0.0646,0.0735,44.3
AHOQEW,83.9,185.45,2.58,6.26,12.3,28.7,19.2,13.6,713.84,-4.5518,-4.148,1.95,1.98,1.84,0.5586,-0.2212,-0.5481,-0.5422,2.1689,3.0057,2.1022,2.1076,28.6357,7.2884,8.4975,8.4972,0.752,0.548,0.5093,3.1688,3.9704,1.2555,1.304,1.4108,6.3211,12.4319,4.1135,4.1725,4.1459,9.6884,1.9534,1.9477,1.8852,1.9755,1.9265,3.5174,4.6398,1.48,1.5496,1.6102,0.391,0.0856,0.0827,0.0681,0.0913,0.0632,3.5194,4.641,1.461,1.4893,1.6907,0.3818,0.0813,0.0635,0.0893,0.0645,0.0831,34.1
AHUMEW,84.25,198.39,1.53,9.08,9.65,40.6,34.2,25.9,747.78,-4.1849,-1.7877,1.86,2.26,1.87,0.4798,-0.2333,-0.5912,-0.4787,1.9615,3.1081,2.0522,2.0333,28.8688,7.2107,8.5252,8.4345,0.7507,0.6375,0.2161,3.1569,3.9943,1.2709,1.3908,1.3325,6.3482,12.3865,4.043,4.1813,4.1622,9.7856,1.9509,1.9723,1.9356,1.9491,1.9776,3.4949,4.6983,1.462,1.585,1.6513,0.398,0.0815,0.0843,0.0683,0.1108,0.0531,3.5118,4.6141,1.4718,1.6691,1.4732,0.3528,0.0794,0.0813,0.0528,0.0777,0.0615,27.6
AHUMIA,88.95,186.35,2.95,9.02,9.97,34.8,30.6,24.7,824.4,-3.7679,-1.522,2.07,2,1.92,0.4534,-0.2311,-0.4812,-0.5702,1.8142,3.0817,2.022,2.0688,28.8233,7.2343,8.4955,8.5457,0.7086,0.3929,0.4649,3.1636,3.9857,1.2514,1.3724,1.3619,6.316,12.4008,4.0474,4.1787,4.1747,9.8298,1.9788,1.9771,1.9232,1.9578,1.993,3.4945,4.6226,1.4645,1.6743,1.4838,0.364,0.082,0.0816,0.0535,0.0919,0.055,3.506,4.6878,1.4752,1.5515,1.6611,0.3765,0.0818,0.0851,0.0563,0.1008,0.0526,29.9
