Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
XEBPEZ,175.39,No Value,1.52,6.9,6.7,53.1,34.9,18.7,558.28,-5.5426,-4.7394,1.74,1.78,1.86,0.7835,-0.0828,-0.5267,-0.4768,3.2897,3.0118,2.14,2.1376,28.9121,7.0497,8.3504,8.3805,0.7769,0.7128,0.8118,3.1559,3.8471,1.182,1.2518,1.4132,6.1984,12.5115,4.1012,4.1806,4.2297,9.5066,1.9844,1.9267,1.614,1.9766,2.0049,3.4799,4.6213,1.6306,1.4069,1.5838,0.4255,0.0905,0.0369,0.126,0.0555,0.1167,3.4935,4.6019,1.5723,1.5436,1.486,0.3814,0.064,0.0604,0.1014,0.0591,0.0964,27.3
XEBRUT,84.96,198.44,2.05,9.42,7.04,32.3,22.8,14.4,596.72,-4.1299,-3.3651,2,1.95,1.94,0.4645,-0.2053,-0.0702,-0.5062,2.5098,2.992,3.2201,2.1098,28.7945,7.2046,7.0454,8.4911,0.55,0.5567,0.4419,3.1667,3.9566,1.3518,1.2182,1.3867,6.2615,12.5195,4.1598,4.2178,4.1418,9.7544,1.9772,1.9644,1.9787,1.9073,1.9268,3.1673,3.8114,1.1843,1.4183,1.2089,0.0915,0.0154,0.0175,0.024,0.0122,0.0224,3.4935,4.6268,1.5284,1.5417,1.5567,0.3859,0.0832,0.0727,0.0737,0.074,0.0824,21.6
XEBTIJ,79.17,210.88,2.6,7.87,8.59,35.5,28.2,19.3,614.12,-3.5977,-2.2821,2.04,2.1,1.9,0.3562,-0.255,-0.6095,-0.043,1.737,2.9803,2.1096,3.2137,28.749,7.3033,8.532,7.0687,0.6823,0.4128,0.4068,3.1646,4.0089,1.3434,1.2579,1.4076,6.3933,12.42,4.1325,4.1627,4.1248,9.8305,1.9447,1.9698,1.9741,1.9506,1.9912,3.5153,4.6997,1.5434,1.5134,1.6428,0.3945,0.0886,0.0645,0.0929,0.0579,0.0906,3.1556,3.7701,1.2062,1.4475,1.1164,0.1173,0.0153,0.0287,0.0252,0.0182,0.0299,33.6
XECMIE,81.75,221.68,1.73,10.15,8.49,32.2,23.5,15.5,661.68,-3.3253,-2.1686,2.04,2.01,1.9,0.1849,-0.2695,-0.1433,-0.3821,1.8203,2.901,3.1247,2.9535,28.82,7.314,7.1436,7.5541,0.6503,0.4318,0.4705,3.169,4.0182,1.4189,1.3534,1.246,6.4449,12.5247,4.1767,4.1796,4.1684,9.8455,1.9492,1.9526,1.9809,1.9661,1.9967,3.1866,3.8619,1.2809,1.3579,1.2232,0.0948,0.0135,0.0183,0.0223,0.0154,0.0253,3.2415,4.0808,1.4365,1.2258,1.4185,0.0598,0.017,0.0064,0.0174,0.0108,0.0083,37
XECPAZ,83.64,182.71,1.89,6.05,9.75,32.5,24.4,14,572.86,-3.1407,-1.4926,2.11,1.97,1.9,0.1925,-0.2651,-0.1901,-0.1994,1.8314,2.8988,3.1132,3.2062,28.867,7.3184,7.1263,7.1196,0.6263,0.3628,0.5514,3.1665,4.016,1.3153,1.4327,1.2679,6.4421,12.5083,4.1397,4.1911,4.1775,9.8571,1.967,1.9374,1.9789,1.9732,2.0006,3.1856,3.9131,1.315,1.3706,1.2275,0.0913,0.0124,0.0194,0.0209,0.0138,0.0247,3.1721,3.9336,1.3487,1.2172,1.3677,0.0937,0.0238,0.012,0.0235,0.0106,0.0238,38
XEFCOA,68.97,185.79,2.4,9.4,13.05,29.8,22.4,14.5,842.17,-4.4557,-2.3914,3.15,1.9,1.88,0.3447,-0.2739,-0.5401,-0.0813,1.6919,2.9861,2.1379,3.3253,28.778,7.3098,8.43,7.069,0.7298,0,0.691,3.1652,4.029,1.4435,1.2765,1.309,6.5023,12.3592,4.0946,4.1867,4.078,9.7938,1.9373,1.9685,1.9431,1.9733,1.9715,3.5531,4.7204,1.5325,1.4931,1.6948,0.2666,0.0652,0.0256,0.0679,0.0406,0.0673,3.1444,3.8182,1.3573,1.2258,1.2351,0.1187,0.0175,0.0208,0.0292,0.0162,0.0351,48.4
XEFMAW,83.82,187.98,4.06,6.02,9.46,38.1,33.5,23.8,640.82,-3.9889,-2.9313,1.82,2.16,1.92,0.5151,-0.2,-0.5427,-0.5843,2.4477,2.9997,2.3086,2.0481,28.8092,7.1341,8.5094,8.4869,0.5154,0.6392,0.3147,3.1633,3.9531,1.2578,1.4008,1.2946,6.237,12.4863,4.1731,4.1783,4.1349,9.7616,1.9246,1.9862,1.9374,1.9238,1.9895,3.4714,4.6256,1.4502,1.658,1.5174,0.4457,0.0854,0.0896,0.0852,0.0957,0.0898,3.5327,4.6708,1.5209,1.5108,1.6392,0.3808,0.0772,0.0608,0.0827,0.067,0.0931,19.2
XEFZOA,62.8,166.74,2.14,11.07,9.65,31.7,25.4,20.6,782.56,-3.2218,-1.3925,1.98,2.19,1.85,0.3925,-0.2596,-0.6252,-0.5392,1.7175,2.959,1.9201,1.947,28.9134,7.2983,8.559,8.5066,0.7117,0.5599,0.3283,3.1595,4.0157,1.2453,1.3416,1.4288,6.4358,12.3689,4.0678,4.1827,4.1184,9.8028,1.9323,1.968,1.956,1.9691,1.9774,3.5243,4.726,1.6112,1.4887,1.626,0.3748,0.0667,0.0617,0.0894,0.0647,0.0924,3.5438,4.6854,1.5171,1.672,1.4963,0.3099,0.0442,0.0692,0.074,0.0418,0.0808,50.1
XEGCET,80.8,175.99,3.18,9.44,9.64,32.6,23.8,19.5,706.43,-3.0233,-0.958,2.27,1.9,1.88,0.3372,-0.2511,-0.5894,-0.8346,1.7064,2.9687,2.081,1.8728,28.8998,7.2537,8.4471,8.5498,0.6721,0.2219,0.69,3.1598,4.0072,1.3901,1.2526,1.3646,6.4691,12.4169,4.1993,4.0945,4.1231,9.7768,1.9646,1.924,1.9853,1.9199,1.983,3.5419,4.6898,1.4861,1.6667,1.537,0.3578,0.0645,0.0652,0.0867,0.0486,0.0929,3.5492,4.8815,1.7138,1.4335,1.7342,0.4039,0.1041,0.0462,0.0965,0.071,0.0861,40.4
XEGKUS,62.86,156.2,2.37,6.4,11.42,24,14.5,10.9,614.09,-3.1088,-1.1533,2.05,2.13,1.86,0.3803,-0.258,-0.5878,-0.5995,1.6525,2.9175,1.9188,1.9291,28.8319,7.3239,8.5334,8.5372,0.676,0.4542,0.3845,3.1602,4.0135,1.3281,1.354,1.3315,6.4419,12.364,4.1282,4.1518,4.084,9.8138,1.9067,1.9732,1.9776,1.972,1.9844,3.5326,4.7188,1.6321,1.4739,1.6129,0.3364,0.0751,0.0521,0.0755,0.054,0.0797,3.5391,4.7269,1.5204,1.6883,1.5182,0.3336,0.0642,0.0735,0.0659,0.0596,0.0703,38.8
XEGNAY,97.25,193.14,2.18,6.5,9.83,36,28.7,18.5,596.46,-3.2465,-1.3871,2.12,1.99,1.91,0.4084,-0.2421,-0.6751,-0.5763,1.7272,2.9759,2.0261,2.0074,28.764,7.2786,8.5927,8.4793,0.6578,0.3308,0.4634,3.1636,3.9956,1.2087,1.4163,1.3705,6.3401,12.4165,4.0489,4.1457,4.2219,9.8349,1.9744,1.9714,1.9567,1.9486,1.9838,3.5214,4.722,1.5714,1.6597,1.4909,0.4316,0.0716,0.0648,0.1216,0.0557,0.1179,3.5039,4.7192,1.5987,1.5829,1.5376,0.3533,0.04,0.0829,0.0686,0.0835,0.0782,31.4
XEHVEO,91.31,192.52,2.08,6.1,8.39,34.1,23.5,15.1,570.88,-3.9652,-3.0476,1.95,1.99,1.89,0.5083,-0.233,-0.5567,-0.5488,1.9902,2.9952,2.1931,2.1725,28.6765,7.2577,8.4498,8.4411,0.6635,0.4796,0.4759,3.1617,3.9897,1.1768,1.3924,1.4205,6.2839,12.4296,4.0581,4.2042,4.1673,9.7782,1.9729,1.9895,1.8964,1.9632,1.9562,3.4981,4.642,1.4796,1.7103,1.4522,0.4165,0.1192,0.0758,0.0601,0.1101,0.0513,3.5038,4.6322,1.4693,1.4431,1.7198,0.4129,0.0793,0.1227,0.0515,0.1096,0.0498,30.7
XEJVIU,62.92,156.36,3.92,8.7,8.99,24.1,16.3,15.6,808.81,-3.1097,-1.8794,2.07,2.11,1.87,0.3818,-0.2579,-0.6004,-0.5911,1.6654,2.9196,1.9598,1.9219,28.8431,7.3258,8.5462,8.5417,0.6779,0.4537,0.405,3.1602,4.0134,1.2166,1.4047,1.3921,6.4391,12.3644,4.0785,4.1887,4.0972,9.8148,1.9393,1.9797,1.9531,1.9713,1.9715,3.5319,4.7258,1.5276,1.6887,1.5095,0.3427,0.0607,0.0718,0.073,0.0569,0.0804,3.5377,4.717,1.6192,1.4792,1.6187,0.3363,0.0689,0.0547,0.0804,0.0472,0.0851,42.1
XEKLAB,90.28,226.05,3.57,7.94,10.32,42.9,36,24.1,658.92,-3.4598,-3.2057,1.82,2.28,1.87,0.3678,-0.2405,-0.8872,-0.0821,1.9396,2.9532,1.9111,2.9328,28.7462,7.2513,8.5651,7.108,0.6703,0.6727,0.2031,3.1642,3.9943,1.2561,1.4152,1.3231,6.4366,12.4464,4.1295,4.1224,4.1946,9.7491,1.9788,1.8845,1.9704,1.9866,1.9289,3.5396,4.9077,1.695,1.5228,1.6899,0.4399,0.0971,0.0876,0.0966,0.0549,0.1037,3.1841,3.7802,1.2824,1.2089,1.2889,0.1179,0.0233,0.0323,0.0167,0.0286,0.0169,42.5
XELSIT,83.23,186.26,1.74,9.38,7.68,34.1,25.1,15.9,619.16,-4.2262,-2.7358,1.87,2.12,1.96,0.4322,-0.2148,0.2146,-0.5096,2.5317,2.9788,3.362,2.042,28.8817,7.1799,6.9971,8.4819,0.4979,0.7829,0.3362,3.1706,3.9625,1.3233,1.3931,1.2461,6.2709,12.5282,4.1526,4.1956,4.1801,9.7687,1.9052,1.9974,1.9158,1.9654,1.9849,3.1141,3.5226,1.3271,1.1282,1.0673,0.1487,0.0195,0.0263,0.0392,0.0301,0.0337,3.5179,4.6374,1.4765,1.5053,1.6557,0.3543,0.0798,0.0636,0.0714,0.0608,0.0788,28.8
XELYAQ,73.1,164.91,2.7,6.98,9.91,34.3,27.7,18.6,670.67,-3.7974,-2.3057,2.45,1.93,1.91,0.3009,-0.2493,-0.5726,-0.2967,1.7183,3.0254,2.139,2.5539,28.8947,7.2435,8.4153,7.3027,0.6834,0.1153,0.7121,3.1666,4.0024,1.3985,1.2709,1.3329,6.4973,12.405,4.2244,4.0862,4.0945,9.7967,1.9618,1.9441,1.9855,1.9155,1.9898,3.5434,4.6606,1.5157,1.616,1.5289,0.3686,0.0466,0.064,0.1025,0.055,0.1005,3.2206,3.9793,1.2223,1.1777,1.5793,0.0968,0.0273,0.0149,0.0096,0.022,0.023,34.1
XELZAR,84.68,191.12,2.95,6.44,11.8,31.9,25.9,19.6,730.31,-4.5002,-4.2936,1.89,1.91,1.84,0.6155,-0.199,-0.6344,-0.6097,2.3389,3.039,2.096,2.1219,28.5559,7.2441,8.5298,8.5449,0.7435,0.5869,0.5382,3.1715,3.946,1.3671,1.3657,1.2132,6.2967,12.4563,4.1764,4.1316,4.1483,9.6316,1.9564,1.9028,1.9842,1.8577,1.9306,3.514,4.6537,1.4682,1.6344,1.551,0.4668,0.0981,0.0795,0.1201,0.0663,0.1027,3.513,4.6679,1.5759,1.5029,1.5891,0.4288,0.0981,0.0667,0.0836,0.0817,0.0988,27.8
XEMVAP,81.07,185,2.85,10.79,8.45,36.2,32.5,23.6,741.89,-3.0592,-1.3506,1.92,2.21,1.89,0.3867,-0.2518,-0.8244,-0.4621,1.7002,2.925,1.7861,2.0509,28.8307,7.281,8.6529,8.4306,0.658,0.6151,0.2641,3.1638,4.0049,1.222,1.401,1.3819,6.4204,12.4007,4.0621,4.2041,4.1345,9.7922,1.947,1.9715,1.9425,1.9605,1.9707,3.5267,4.8341,1.6579,1.659,1.5172,0.4636,0.0834,0.0869,0.1127,0.0905,0.0902,3.5108,4.6036,1.4862,1.5165,1.6009,0.3477,0.0683,0.0606,0.0745,0.0559,0.0884,41.8
XEMWOB,85.69,184.82,2.68,7.93,10.21,28.7,20.5,16.8,710.82,-4.0976,-3.2147,2.25,1.82,1.93,0.5129,-0.2027,-0.5147,-0.5911,2.4198,2.9933,2.0763,2.1711,28.8174,7.1413,8.458,8.6507,0.5236,0.2619,0.6733,3.1632,3.9562,1.3236,1.3444,1.2882,6.2491,12.4804,4.1538,4.1908,4.1358,9.7576,1.947,1.982,1.928,1.9199,1.9808,3.5429,4.6407,1.5103,1.5131,1.6173,0.3311,0.0731,0.0509,0.0654,0.0631,0.0787,3.4861,4.6799,1.4802,1.6744,1.5253,0.4251,0.0808,0.083,0.0847,0.0987,0.078,23.3
XENFAY,97.29,247.59,1.86,6.09,9.33,46.2,32.5,16.4,547.74,-3.8195,-2.7332,1.95,1.98,1.97,0.3308,-0.1715,-0.654,-0.1695,1.9081,3.1344,2.039,3.134,28.7597,7.2097,8.5377,7.1192,0.5688,0.4917,0.5268,3.1634,3.9243,1.3326,1.2355,1.3561,6.3452,12.4958,4.1095,4.1914,4.1948,9.8281,1.9479,1.9416,1.988,1.968,1.9828,3.5041,4.7391,1.5169,1.5266,1.6956,0.4108,0.0898,0.0558,0.0991,0.0664,0.0997,3.1727,3.9101,1.3094,1.2298,1.3709,0.0867,0.0184,0.0098,0.0258,0.0128,0.0199,46.9
XENJUX,79.39,173.2,2.37,5.8,7.25,28.4,20.2,12.4,489.66,-3.3976,-0.629,2.31,1.91,1.87,0.3589,-0.2552,-0.4629,-0.8112,1.6147,2.9542,2.0516,1.8821,28.8305,7.2841,8.4291,8.5529,0.6858,0.167,0.6006,3.1602,4.012,1.4109,1.4074,1.1936,6.463,12.3932,4.1458,4.1782,4.0692,9.7849,1.8805,1.9878,1.9765,1.9823,1.9578,3.5188,4.6082,1.439,1.5303,1.6389,0.3359,0.0481,0.0484,0.0863,0.0532,0.0999,3.5366,4.8742,1.7308,1.6847,1.4587,0.4004,0.0658,0.0811,0.0988,0.0572,0.0975,45.3
XENLAF,24.02,292.26,2.61,8.95,7.37,67.5,50.8,27.8,698.74,-3.9533,-2.6232,1.89,2.73,3.72,0.3812,-0.2014,-0.6358,0.3919,1.7602,3.0028,1.9963,4.0296,28.8431,7.3192,8.6303,5.5095,0,0.4664,0,3.1159,4.007,1.3937,1.228,1.3853,6.4707,12.3821,4.1943,4.1379,4.0499,9.7659,1.9397,1.969,1.9775,1.8965,1.9832,3.4781,4.7143,1.6238,1.4868,1.6037,0.4435,0.1202,0.0587,0.0813,0.0851,0.0982,2.7354,2.6122,0.8474,0.9759,0.7889,0.2606,0.067,0.0369,0.0516,0.0506,0.0544,30.9
XEPJOR,82.58,182.51,1.66,10.75,10.56,28.6,18.4,9.7,584.17,-4.3024,-3.549,2.19,1.84,1.94,0.5399,-0.203,-0.4362,-0.6081,2.3711,2.9959,2.05,2.1499,28.724,7.1393,8.4352,8.6618,0.5174,0.2719,0.5606,3.1649,3.9556,1.3564,1.3674,1.2317,6.2442,12.477,4.1423,4.1845,4.1502,9.7389,1.9466,1.9663,1.8863,1.9439,1.9957,3.5224,4.6028,1.531,1.5093,1.5626,0.3109,0.0756,0.0518,0.0574,0.0665,0.0596,3.4809,4.6769,1.4692,1.6574,1.5504,0.4502,0.0993,0.0859,0.0833,0.1134,0.0683,23.8
XEPQEO,81.07,217.6,2.18,6.73,5.92,39.6,28.8,14.4,463.25,-3.3461,-2.095,1.94,2.13,1.88,0.3362,-0.2512,-0.6077,-0.0562,1.8105,2.9776,2.0217,2.9978,28.7439,7.249,8.5046,7.064,0.6671,0.4908,0.3068,3.161,4.0076,1.3832,1.2661,1.3583,6.4021,12.449,4.1903,4.1686,4.0901,9.8127,1.9427,1.9601,1.9836,1.9389,1.9874,3.5063,4.7346,1.6604,1.5137,1.5605,0.3668,0.0893,0.0596,0.0739,0.0615,0.0825,3.1717,3.7629,1.1472,1.2837,1.3321,0.1216,0.0289,0.0208,0.0221,0.0275,0.0223,33.5
XEPSUG,78.43,212.8,2.28,7.51,9.82,35.6,29.5,18.2,650.09,-3.9737,-1.7973,2.11,2.1,1.91,0.3455,-0.2599,-0.6442,-0.0602,1.6507,2.9698,2.1059,3.1813,28.7578,7.2882,8.5288,7.1077,0.6854,0.3262,0.434,3.1681,4.0114,1.4228,1.2826,1.306,6.4143,12.4066,4.1104,4.1942,4.102,9.8336,1.9497,1.971,1.9539,1.969,1.9901,3.5173,4.7014,1.5876,1.5296,1.5843,0.4255,0.1051,0.0691,0.0897,0.0678,0.0939,3.1614,3.7847,1.172,1.4363,1.1764,0.1141,0.0188,0.0273,0.0176,0.025,0.0254,37.5
XEPXAS,86.46,187.8,3.22,11.49,14.8,31.8,22.4,13.9,816.8,-2.8593,-2.518,1.93,2,1.9,0.3986,-0.2486,-0.8337,-0.5597,1.9317,2.9009,1.8727,2.1008,28.7856,7.291,8.5627,8.5016,0.632,0.5839,0.4463,3.1657,3.9999,1.2957,1.3456,1.3586,6.3781,12.4581,4.1267,4.1701,4.1614,9.7651,1.9145,1.9068,1.9622,1.9833,1.9983,3.5579,4.8528,1.7221,1.4331,1.6976,0.423,0.096,0.0671,0.1046,0.0592,0.0961,3.5253,4.6576,1.4958,1.5695,1.5923,0.3768,0.0693,0.0782,0.0735,0.0735,0.0823,41.3
XEPXEW,86.44,187.86,3.38,11.19,14.8,32.4,24.3,17.6,896.89,-2.9236,-2.4944,1.93,2,1.89,0.4127,-0.2482,-0.8367,-0.5629,1.9787,2.9082,1.8642,2.0873,28.7844,7.2926,8.5823,8.4953,0.6395,0.602,0.4479,3.1651,4.0001,1.2971,1.3393,1.3636,6.3747,12.4569,4.127,4.1628,4.1671,9.7557,1.917,1.8998,1.9658,1.9828,1.9902,3.5625,4.8457,1.7186,1.4273,1.6998,0.4285,0.0989,0.0677,0.1005,0.059,0.1024,3.5257,4.659,1.5216,1.5188,1.6186,0.3783,0.0699,0.0804,0.0706,0.0758,0.0815,40.7
XEQHOS,49.6,135.74,2.6,7.09,11.49,20.2,13.4,9.9,570.45,-4.1786,-1.1026,2.9,1.87,1.84,0.3955,-0.2702,-0.6175,-0.5678,1.5098,2.9447,1.8855,2.1218,28.7236,7.2953,8.5548,8.5509,0.7032,0,0.5865,3.1598,4.028,1.4485,1.3624,1.2172,6.5078,12.3231,4.0472,4.2273,4.0485,9.7736,1.9813,1.989,1.939,1.9469,1.9174,3.535,4.7631,1.5316,1.6554,1.5761,0.3194,0.0626,0.0723,0.064,0.0504,0.0702,3.4841,4.7225,1.5588,1.6617,1.502,0.3612,0.0585,0.0703,0.0877,0.0656,0.079,51.3
XERPOA,86.74,183.29,1.52,7.23,6.75,31.9,21.9,12.9,494.65,-4.4419,-3.5076,1.89,2.22,1.87,0.5316,-0.2114,-0.5459,-0.4154,2.1118,3.0237,2.1666,1.8944,28.7631,7.2064,8.4494,8.3283,0.7073,0.5883,0.264,3.1601,3.9695,1.3763,1.3321,1.261,6.3203,12.3994,4.1588,4.154,4.0866,9.7487,1.8684,1.9978,1.9836,1.9781,1.9209,3.4995,4.6837,1.5115,1.6887,1.4834,0.3627,0.0459,0.0685,0.0958,0.0507,0.1018,3.5585,4.498,1.5375,1.5928,1.3677,0.3589,0.0495,0.0823,0.0923,0.0565,0.0783,31.7
XESRIW,87.64,189.76,2.26,4.82,6.74,39.6,28.4,14.7,475.96,-2.1811,0.509,1.99,2.09,1.89,0.2748,-0.2518,-0.9195,-0.2537,1.8474,2.8882,1.7836,2.6663,28.8549,7.2991,8.5492,7.3027,0.6135,0.5691,0.3996,3.1657,4.0005,1.3085,1.4066,1.2854,6.42,12.4836,4.1603,4.1918,4.1315,9.8215,1.9546,1.9218,1.9795,1.9784,1.9872,3.5712,4.9131,1.6284,1.5332,1.7515,0.4352,0.1038,0.0828,0.0857,0.0716,0.0913,3.1823,3.9928,1.4639,1.3915,1.1374,0.0786,0.0071,0.0278,0.0163,0.0093,0.0181,38.4
XESVAU,87.49,191.09,1.97,9.79,11.02,33.5,25.9,18.3,750.71,-3.9563,-2.6154,2.06,2.1,1.88,0.2598,-0.2682,-0.1243,-0.1147,1.8315,2.9413,3.1385,3.1022,28.7886,7.3301,7.1285,7.0747,0.6833,0.4676,0.3972,3.1666,4.0195,1.4224,1.3337,1.2634,6.4179,12.4785,4.1313,4.1738,4.1733,9.8438,1.9481,1.9658,1.9749,1.9538,2.0012,3.161,3.8703,1.2917,1.3572,1.2214,0.093,0.0118,0.0207,0.0233,0.0122,0.0251,3.1639,3.8576,1.281,1.2074,1.3693,0.0931,0.0216,0.011,0.0247,0.0123,0.0234,34.1
XETKIR,62.37,154.99,2.39,6.31,11.42,24.9,17.5,12.8,596.68,-3.2896,-0.9483,2.14,2.06,1.86,0.3916,-0.2581,-0.5755,-0.5538,1.642,2.9265,1.8703,1.9906,28.838,7.328,8.5649,8.499,0.6866,0.3646,0.4532,3.1598,4.0143,1.3778,1.4223,1.2142,6.437,12.3527,4.1263,4.1641,4.0624,9.8186,1.9228,1.9661,1.9546,1.9972,1.9779,3.5323,4.6961,1.4777,1.684,1.5344,0.3471,0.0833,0.067,0.0609,0.0821,0.0537,3.5282,4.7003,1.6625,1.4612,1.5766,0.3253,0.0873,0.0415,0.061,0.0628,0.0728,37.5
XEVVEB,55.52,164.46,3.15,8.91,7.99,27.9,23.9,17,683.4,-4.0052,-1.7868,2.68,1.91,1.88,0.284,-0.2798,-0.2951,-0.2936,1.6214,2.9369,2.9635,3.0526,28.8031,7.3039,7.2101,7.1841,0.69,0,0.6032,3.1678,4.0322,1.3113,1.2885,1.4324,6.5493,12.3677,4.1262,4.1169,4.1246,9.7991,1.9415,1.9368,1.9532,1.98,1.9877,3.1659,4.0489,1.443,1.3478,1.258,0.0803,0.0111,0.0214,0.017,0.0134,0.0174,3.1632,4.0488,1.423,1.3068,1.319,0.0816,0.0141,0.0128,0.0183,0.0107,0.0257,48.4
XEVVOM,84.66,182.36,2.57,6.45,9.37,34.9,28.1,19.9,606.89,-3.0011,-2.0128,2.12,1.95,1.9,0.3866,-0.2517,-0.5328,-0.8467,1.7936,2.9169,2.1244,1.7384,28.8418,7.2851,8.4742,8.5964,0.6449,0.3535,0.6023,3.1654,4.0035,1.2999,1.3793,1.3243,6.401,12.4166,4.1297,4.1551,4.1318,9.7958,1.9468,1.9133,1.964,1.9814,1.9905,3.5329,4.647,1.4762,1.6975,1.4733,0.3529,0.0812,0.0747,0.0622,0.0751,0.0597,3.5467,4.8287,1.5758,1.5643,1.6886,0.4713,0.1082,0.1011,0.0973,0.0802,0.0845,40.2
XEXFIP,83.61,193.93,1.81,7.03,6.4,31.8,20.9,11.6,471.24,-3.9742,-3.218,2.05,1.91,1.95,0.4508,-0.2107,-0.0854,-0.4873,2.4343,2.9841,3.1905,2.2045,28.7865,7.2122,7.0834,8.4608,0.5392,0.4678,0.4769,3.1683,3.9603,1.3634,1.2491,1.3477,6.2609,12.5146,4.1779,4.2025,4.1343,9.7737,1.9625,1.9869,1.958,1.8867,1.9796,3.1645,3.8306,1.2053,1.398,1.2273,0.0903,0.0196,0.0175,0.0153,0.0178,0.0201,3.4863,4.6192,1.5578,1.5797,1.4816,0.3818,0.0914,0.0757,0.0584,0.0913,0.0651,21.9
XEXMUI,62.52,155.28,2.12,5.68,11.94,24.8,17.2,11.1,583.38,-3.1261,-0.5103,2.07,2.13,1.87,0.3806,-0.2585,-0.5719,-0.5807,1.648,2.9172,1.9232,1.931,28.8514,7.3233,8.5228,8.5292,0.6767,0.4571,0.3872,3.1608,4.0136,1.3016,1.3716,1.3404,6.4432,12.3589,4.1097,4.157,4.0922,9.8173,1.9196,1.9627,1.9641,1.9796,1.9914,3.5275,4.71,1.6192,1.469,1.6218,0.3343,0.0747,0.0496,0.0735,0.0532,0.0833,3.535,4.7145,1.5174,1.6895,1.5076,0.3312,0.0679,0.0751,0.0645,0.0527,0.071,39.7
XEXNOE,84.5,212.31,3.11,8.7,7.19,43.3,33.9,20.1,626.39,-3.6493,-2.1049,2.13,1.95,1.9,0.3927,-0.2486,-0.1113,-0.6376,1.8723,2.9657,2.9638,2.0698,28.7707,7.2854,7.0599,8.53,0.6934,0.3444,0.4642,3.1643,4.0033,1.386,1.4068,1.2106,6.371,12.4202,4.1699,4.1165,4.1338,9.816,1.9256,1.9888,1.9693,1.9654,1.9669,3.1624,3.8311,1.2989,1.1655,1.3667,0.1178,0.0275,0.0124,0.0403,0.0142,0.0233,3.5017,4.7188,1.5095,1.5122,1.6971,0.4171,0.0905,0.0441,0.1144,0.0618,0.1063,43.2
XEXXUT,52.04,161.05,1.79,9.65,7.05,27,18.3,12.4,577.45,-4.0852,-1.5177,2.86,1.91,1.87,0.3331,-0.2794,-0.6005,-0.151,1.5788,2.9385,2.0611,3.0763,28.8042,7.3175,8.4583,7.3822,0.7021,0,0.6442,3.1664,4.0329,1.2802,1.4307,1.322,6.5378,12.342,4.1149,4.1383,4.0888,9.7871,1.9271,1.9516,1.9459,1.9815,1.981,3.5591,4.7617,1.5289,1.7401,1.4927,0.2797,0.0434,0.0693,0.057,0.0488,0.0613,3.1333,3.9379,1.3699,1.2857,1.2823,0.0797,0.0114,0.0161,0.0172,0.0126,0.0224,55.9
XEYBAH,75.31,175.42,2.65,8.82,8.9,32.9,26.4,18.3,650.86,-3.6693,-0.911,2.56,1.9,1.89,0.2915,-0.2687,-0.4835,-0.2148,1.6676,2.9459,2.0681,2.9739,28.8825,7.2829,8.4108,7.2237,0.6792,0,0.6547,3.1662,4.022,1.1826,1.397,1.4424,6.533,12.3874,4.0668,4.2295,4.091,9.7882,1.9412,1.9825,1.961,1.9681,1.9354,3.5276,4.6367,1.4861,1.4929,1.6576,0.3193,0.0797,0.0614,0.059,0.0524,0.0668,3.1536,3.9804,1.3201,1.3558,1.3045,0.0809,0.0144,0.0157,0.0171,0.0133,0.0205,47.4
